id,x_coords,y_coords,num_coords
63053,"[-94.475258, -94.592522, -94.578049, -94.642044, -94.528809, -94.492836, -94.47982, -94.613579, -94.474892, -94.632187, -94.535667, -94.534393, -94.591187, -94.497765, -94.622414, -94.539101, -94.641891, -94.45372, -94.508392, -94.491508, -94.534767, -94.584297, -94.616753, -94.636787, -94.536507, -94.491791, -94.518311, -94.509041, -94.487244, -94.543831, -94.676239, -94.458595, -94.552704, -94.606125, -94.609009, -94.566299, -94.464897, -94.602501, -94.573868, -94.584671, -94.676323, -94.644051, -94.648064, -94.516373, -94.509689, -94.576187, -94.672142, -94.587059, -94.514061, -94.623466, -94.532509, -94.470825, -94.61322, -94.504776, -94.524124, -94.610954, -94.556328, -94.454933, -94.470757, -94.499664, -94.588821, -94.513519, -94.576767, -94.547882, -94.615669, -94.62722, -94.646706, -94.543777, -94.52417, -94.539116, -94.5131, -94.630272, -94.504166, -94.627968, -94.530731, -94.617355, -94.47506, -94.666725, -94.614105, -94.6511, -94.512123, -94.59182, -94.572906, -94.55072, -94.56295, -94.612053, -94.592606, -94.469566, -94.524422, -94.532936, -94.596199, -94.663574, -94.610802, -94.51944, -94.497795, -94.655212, -94.548088, -94.522316, -94.457741, -94.48024, -94.604111, -94.510757, -94.568634, -94.59774, -94.49511, -94.488373, -94.646622, -94.453484, -94.460014, -94.528435, -94.673233, -94.516518, -94.597588, -94.605812, -94.661469, -94.566933, -94.613708, -94.582726, -94.667755, -94.634354, -94.600876, -94.485527, -94.634712, -94.490013, -94.509529, -94.509041, -94.479927, -94.50457, -94.499428, -94.50531, -94.494484, -94.494789, -94.474693, -94.495026, -94.515541, -94.557411, -94.499405, -94.499214, -94.486008, -94.535057, -94.553436, -94.499725, -94.47464, -94.56308, -94.519707, -94.478439, -94.473221, -94.524315, -94.555206, -94.524185, -94.495171, -94.499817, -94.480263, -94.484451, -94.478645, -94.528572, -94.516037, -94.469841, -94.464828, -94.513466, -94.469803, -94.567902, -94.490723, -94.504982, -94.495186, -94.548767, -94.479729, -94.524384, -94.476151]","[43.217098, 43.226185, 43.195202, 43.221535, 43.249935, 43.209244, 43.216866, 43.231503, 43.250053, 43.21067, 43.209286, 43.22369, 43.202988, 43.245457, 43.214096, 43.222591, 43.185413, 43.224926, 43.236065, 43.229362, 43.239525, 43.199745, 43.214142, 43.210697, 43.231163, 43.245419, 43.246723, 43.203022, 43.245422, 43.229874, 43.192673, 43.195667, 43.206017, 43.225124, 43.188942, 43.189171, 43.216957, 43.187302, 43.195068, 43.210438, 43.218102, 43.215271, 43.214222, 43.236107, 43.246758, 43.214085, 43.218071, 43.217712, 43.246593, 43.192745, 43.231205, 43.250053, 43.215504, 43.236134, 43.218136, 43.222393, 43.228775, 43.204384, 43.199383, 43.217903, 43.210464, 43.227833, 43.20369, 43.22879, 43.222622, 43.214161, 43.185482, 43.207649, 43.235832, 43.207584, 43.195015, 43.202374, 43.203426, 43.192802, 43.209232, 43.231102, 43.230812, 43.203434, 43.200974, 43.221062, 43.236034, 43.217327, 43.20351, 43.196342, 43.214363, 43.239452, 43.194828, 43.216946, 43.250031, 43.250046, 43.202934, 43.210003, 43.201008, 43.226551, 43.209557, 43.216702, 43.206684, 43.194386, 43.224979, 43.230865, 43.214119, 43.220421, 43.215118, 43.195431, 43.238243, 43.210548, 43.222675, 43.19577, 43.218811, 43.235703, 43.185543, 43.219288, 43.225071, 43.202904, 43.203453, 43.225224, 43.188854, 43.217815, 43.218002, 43.202183, 43.202942, 43.228619, 43.217918, 43.236538, 43.157192, 43.13129, 43.113785, 43.132072, 43.166527, 43.157398, 43.189022, 43.157726, 43.174561, 43.121132, 43.149982, 43.174931, 43.188988, 43.157703, 43.132061, 43.157852, 43.175823, 43.12109, 43.121357, 43.164291, 43.149826, 43.131413, 43.129139, 43.146343, 43.18541, 43.158291, 43.16655, 43.132168, 43.139442, 43.172752, 43.121376, 43.158268, 43.139038, 43.121273, 43.121368, 43.131245, 43.129257, 43.164185, 43.132126, 43.188038, 43.132164, 43.159595, 43.174568, 43.186172, 43.113785]",169
63100,"[-96.80735, -96.783829, -96.816147, -96.771736, -96.835754, -96.856049, -96.745758, -96.8657, -96.801636, -96.767242, -96.7938, -96.779007, -96.800468, -96.805367, -96.854713, -96.829468, -96.776855, -96.800179, -96.754837, -96.745232, -96.791351, -96.81601, -96.841553, -96.82135, -96.846069, -96.789619, -96.806519, -96.778534, -96.822998, -96.802986, -96.832352, -96.860413, -96.785332, -96.791153, -96.796181, -96.829811, -96.855461, -96.739616, -96.765594, -96.74575, -96.766136, -96.869576, -96.77124, -96.817543, -96.859955, -96.753578, -96.832947, -96.827538, -96.787415, -96.810417, -96.75515, -96.850067, -96.817093, -96.756088, -96.840675, -96.783745, -96.732948, -96.826012, -96.838867, -96.841736, -96.737572, -96.733528, -96.813095, -96.782883, -96.791222, -96.744949, -96.758606, -96.748245, -96.781784, -96.853378, -96.737648, -96.830246, -96.813286, -96.847343, -96.824806, -96.836433, -96.840874, -96.875298, -96.808693, -96.739822, -96.836098, -96.861427, -96.81514, -96.795502, -96.778046, -96.738792, -96.86795, -96.841377, -96.760689, -96.81942, -96.860107, -96.870377, -96.802864, -96.822289, -96.774033, -96.794945, -96.750984, -96.834656, -96.845306, -96.734314]","[31.599255, 31.629162, 31.59831, 31.590061, 31.619175, 31.628286, 31.557617, 31.557936, 31.599743, 31.606855, 31.62746, 31.6304, 31.561562, 31.561224, 31.574059, 31.619457, 31.603123, 31.532511, 31.592564, 31.614939, 31.600752, 31.628937, 31.605192, 31.557905, 31.619375, 31.619467, 31.532677, 31.613802, 31.600742, 31.576853, 31.561153, 31.558908, 31.535717, 31.558338, 31.600231, 31.603849, 31.603733, 31.539186, 31.593105, 31.595003, 31.573391, 31.541822, 31.573631, 31.576078, 31.573997, 31.575806, 31.577068, 31.575209, 31.584341, 31.561111, 31.607563, 31.570625, 31.64266, 31.560333, 31.619114, 31.615534, 31.614365, 31.643085, 31.560272, 31.587574, 31.615717, 31.539637, 31.53257, 31.565678, 31.534939, 31.539101, 31.576128, 31.575727, 31.602404, 31.617403, 31.592283, 31.590492, 31.61676, 31.603519, 31.617144, 31.588181, 31.629427, 31.549938, 31.610144, 31.575222, 31.62895, 31.630697, 31.555073, 31.56077, 31.565628, 31.558395, 31.567101, 31.577478, 31.607244, 31.617966, 31.603697, 31.552111, 31.619856, 31.630051, 31.610655, 31.581644, 31.616497, 31.604155, 31.630424, 31.576056]",100
63101,"[-99.028786, -99.086342, -98.973, -99.032196, -99.048843, -98.99807, -98.996758, -99.070259, -99.015953, -98.981331, -99.019211, -99.080658, -99.062279, -99.065071, -99.064247, -98.980232, -99.088814, -99.058708, -99.042503, -99.078262, -99.029045, -99.018784, -99.089905, -99.003876, -98.989494, -99.001381, -99.060394, -99.009956, -99.034821, -99.07399, -99.070816, -99.057632, -99.048782, -99.079193, -99.067375, -99.039551, -99.023354, -99.013054, -98.976303, -99.003189, -99.023743, -99.095833, -99.07518, -99.02404, -99.01165, -98.988449, -99.090057, -98.994751]","[26.727398, 26.672419, 26.703558, 26.704969, 26.720942, 26.738928, 26.720669, 26.662436, 26.748938, 26.712856, 26.714045, 26.725391, 26.734964, 26.665384, 26.702784, 26.697952, 26.722013, 26.718895, 26.708342, 26.65962, 26.744631, 26.732086, 26.687641, 26.735256, 26.723591, 26.705425, 26.669039, 26.715572, 26.723831, 26.676373, 26.730211, 26.704123, 26.705427, 26.691032, 26.680544, 26.722948, 26.729671, 26.734369, 26.700472, 26.717945, 26.706236, 26.719341, 26.703352, 26.747135, 26.751019, 26.710491, 26.661358, 26.708063]",48
63102,"[-97.097366, -97.157845, -97.114815, -97.136917, -97.09761, -97.138611, -97.100494, -97.152557, -97.087044, -97.085556, -97.097992, -97.098289, -97.15799, -97.132599, -97.141258, -97.08744, -97.156181, -97.111336, -97.097443, -97.140709, -97.115089, -97.076027, -97.114067, -97.118721, -97.130211, -97.108505, -97.108246, -97.137024, -97.126648]","[45.29356, 45.322575, 45.321205, 45.277206, 45.262093, 45.245411, 45.317635, 45.309357, 45.278172, 45.301498, 45.242355, 45.307148, 45.302185, 45.314522, 45.305382, 45.271324, 45.293816, 45.286587, 45.287151, 45.324341, 45.27319, 45.309235, 45.314583, 45.249931, 45.263016, 45.278618, 45.257729, 45.257343, 45.323807]",29
63103,"[-99.620461, -99.458778, -99.574776, -99.579445, -99.509262, -99.485168, -99.468819, -99.595589, -99.56649, -99.575546, -99.567543, -99.554764, -99.474487, -99.539665, -99.600136, -99.557243, -99.525833, -99.55619, -99.587852, -99.5709, -99.614975, -99.494347, -99.569908, -99.507072, -99.54969, -99.516106, -99.590118, -99.549614, -99.61953, -99.616821, -99.575226, -99.599579, -99.609726, -99.591637, -99.626648, -99.586975, -99.629509, -99.606339, -99.620689, -99.60643, -99.505531, -99.485535, -99.470032, -99.5196, -99.595451, -99.567345, -99.545792, -99.453629, -99.538101, -99.566177, -99.479156, -99.549271, -99.539589, -99.632767, -99.559669, -99.533516, -99.59684, -99.579468, -99.498741, -99.566002, -99.600273, -99.525871, -99.529083, -99.494385, -99.637337, -99.529991, -99.566124, -99.614883, -99.557938, -99.631569, -99.640831, -99.626938, -99.580101, -99.594421, -99.537415, -99.578293, -99.545815, -99.466103, -99.569305, -99.475365, -99.546837, -99.531197]","[44.408558, 44.458004, 44.465466, 44.477528, 44.456917, 44.448853, 44.466839, 44.463192, 44.457897, 44.402935, 44.466137, 44.427483, 44.466354, 44.448719, 44.437401, 44.479927, 44.451393, 44.458054, 44.437454, 44.477848, 44.399632, 44.457817, 44.405167, 44.463036, 44.449867, 44.44989, 44.464027, 44.429714, 44.398312, 44.475582, 44.43412, 44.408215, 44.401012, 44.427364, 44.466743, 44.477165, 44.408318, 44.408386, 44.472557, 44.419312, 44.445534, 44.462837, 44.452263, 44.478607, 44.477589, 44.44746, 44.41288, 44.460827, 44.412903, 44.40786, 44.464409, 44.459038, 44.465553, 44.476955, 44.448242, 44.466228, 44.422955, 44.398487, 44.448765, 44.415062, 44.420109, 44.475185, 44.471657, 44.450127, 44.476471, 44.448643, 44.480141, 44.418606, 44.419704, 44.463184, 44.47118, 44.479614, 44.450485, 44.437481, 44.434383, 44.429684, 44.433441, 44.457287, 44.442799, 44.451412, 44.466255, 44.437687]",82
63104,"[-97.450638, -97.489792, -97.432724, -97.384155, -97.392456, -97.490326, -97.374458, -97.36544, -97.360832, -97.522438, -97.543335, -97.369728, -97.401192, -97.547585, -97.428612, -97.5075, -97.423828, -97.463318, -97.410255, -97.494698, -97.397263, -97.466026, -97.411751, -97.401466, -97.471123, -97.481049, -97.415771, -97.503494, -97.447525, -97.405914, -97.379311, -97.397133, -97.51812, -97.470963, -97.410881, -97.48597, -97.387932, -97.415176, -97.452141, -97.522903, -97.43322, -97.423912, -97.481506, -97.454956, -97.437195, -97.499039, -97.539215, -97.428413, -97.503998, -97.511879, -97.475029, -97.526352, -97.467422, -97.414604, -97.361336, -97.396965, -97.446732, -97.534676, -97.406136, -97.508377, -97.508095, -97.518318, -97.475609, -97.53051, -97.405487, -97.485367, -97.419243, -97.456612, -97.512413, -97.494179, -97.499687, -97.406097, -97.41935, -97.48085, -97.446228, -97.53936, -97.385841, -97.521713, -97.440857, -97.420433, -97.392365, -97.450981, -97.39238, -97.401596, -97.401581, -97.485207, -97.424034, -97.410912]","[36.413082, 36.384991, 36.410717, 36.386841, 36.381451, 36.40276, 36.386478, 36.370907, 36.370808, 36.429581, 36.413612, 36.370899, 36.411007, 36.414047, 36.387871, 36.385273, 36.364983, 36.416145, 36.365475, 36.402996, 36.403244, 36.38723, 36.381512, 36.381748, 36.414932, 36.385105, 36.392941, 36.402794, 36.377796, 36.411022, 36.386738, 36.365669, 36.429489, 36.388618, 36.393002, 36.40271, 36.378235, 36.410927, 36.393139, 36.402279, 36.385166, 36.410538, 36.402969, 36.410694, 36.381294, 36.402935, 36.412716, 36.410862, 36.387333, 36.384739, 36.413422, 36.427185, 36.417347, 36.365635, 36.38459, 36.381981, 36.392536, 36.41098, 36.392948, 36.41412, 36.402458, 36.406635, 36.386959, 36.424934, 36.364708, 36.385456, 36.365608, 36.393105, 36.403034, 36.38475, 36.387943, 36.381363, 36.41016, 36.413483, 36.409973, 36.40316, 36.363766, 36.415401, 36.410736, 36.392479, 36.365215, 36.381588, 36.403564, 36.366085, 36.393185, 36.414337, 36.388077, 36.410133]",88
63114,"[-114.464912, -114.408981, -114.355591, -114.458748, -114.460678, -114.433632, -114.483803, -114.430443, -114.415497, -114.463264, -114.38549, -114.419807, -114.367332, -114.458488, -114.467361, -114.39315, -114.384811, -114.363358, -114.435852, -114.454437, -114.350601, -114.35997, -114.39798, -114.373451, -114.375786, -114.430145, -114.453629, -114.464836, -114.438095, -114.447029, -114.441002, -114.444679, -114.469528, -114.432747, -114.346054, -114.460648, -114.420288, -114.402779, -114.450089, -114.474075, -114.424103, -114.371666, -114.372696, -114.393036, -114.464714, -114.397408, -114.451454, -114.408012, -114.393959, -114.464882, -114.379158, -114.377922, -114.404152, -114.401581, -114.454208, -114.41259, -114.449486, -114.479126, -114.354141, -114.406036, -114.380135, -114.359032, -114.396828, -114.436668, -114.44252, -114.479599, -114.456657, -114.452271, -114.48484, -114.407242, -114.46077, -114.36908, -114.448181, -114.429146, -114.449936, -114.385635, -114.38678, -114.44017, -114.392975, -114.428459, -114.460495, -114.42115, -114.411789, -114.367577, -114.420151, -114.464981, -114.441391, -114.424759, -114.425934, -114.410904, -114.476875, -114.388123, -114.469368, -114.43515, -114.445412, -114.445358, -114.448914, -114.381989, -114.377159, -114.445831, -114.481987, -114.374779, -114.364296, -114.425026, -114.373001, -114.456284, -114.472992, -114.440773, -114.380165, -114.403419, -114.456001, -114.435463, -114.460464, -114.421196, -114.389763, -114.444099, -114.475548, -114.425987, -114.439934, -114.389099, -114.388718, -114.363403, -114.416313, -114.430588, -114.400688]","[35.777706, 35.778046, 35.860363, 35.84808, 35.791721, 35.766701, 35.828182, 35.777592, 35.766808, 35.837051, 35.870327, 35.809837, 35.838299, 35.836384, 35.838375, 35.857426, 35.831085, 35.865566, 35.843792, 35.804115, 35.85873, 35.883434, 35.820587, 35.884628, 35.841335, 35.839638, 35.846863, 35.823174, 35.766731, 35.766716, 35.832165, 35.845043, 35.823906, 35.812992, 35.856998, 35.821663, 35.76709, 35.822224, 35.818398, 35.809738, 35.810932, 35.839272, 35.85371, 35.819439, 35.807358, 35.895077, 35.766811, 35.834415, 35.845963, 35.766853, 35.86792, 35.853184, 35.778053, 35.895393, 35.83503, 35.83519, 35.83382, 35.810562, 35.885265, 35.767029, 35.831768, 35.863655, 35.859867, 35.814945, 35.766693, 35.827374, 35.777393, 35.777302, 35.811638, 35.822529, 35.777699, 35.883373, 35.777122, 35.766785, 35.802948, 35.842743, 35.817799, 35.844624, 35.8946, 35.812016, 35.806412, 35.777576, 35.823872, 35.866287, 35.836815, 35.792713, 35.816063, 35.766693, 35.827808, 35.766819, 35.841629, 35.856796, 35.808689, 35.830872, 35.832455, 35.802044, 35.845615, 35.89172, 35.887737, 35.817486, 35.842812, 35.832115, 35.88271, 35.837185, 35.867744, 35.790833, 35.839905, 35.800495, 35.842152, 35.83353, 35.766708, 35.777195, 35.766659, 35.826618, 35.844574, 35.777119, 35.825798, 35.77766, 35.777081, 35.83102, 35.893501, 35.835506, 35.825432, 35.829746, 35.863579]",125
63132,"[-68.208992, -68.209572, -68.197212, -68.241936, -68.217232, -68.22039, -68.217796, -68.233978, -68.236938, -68.237762, -68.225182, -68.235359, -68.212608, -68.191811, -68.222458, -68.187447, -68.212181, -68.246567, -68.226631, -68.21344, -68.18573, -68.238235]","[44.732487, 44.736202, 44.733406, 44.80431, 44.802101, 44.825539, 44.729824, 44.745205, 44.824352, 44.805977, 44.825569, 44.749641, 44.827339, 44.734768, 44.798611, 44.736179, 44.823372, 44.803421, 44.796932, 44.731239, 44.740761, 44.743633]",22
63133,"[-105.184662, -105.176224, -105.018684, -105.128601, -105.106239, -105.148369, -105.121918, -105.150543, -105.056404, -105.021484, -105.186554, -105.068604, -105.103653, -105.04705, -105.109978, -105.15963, -105.055649, -105.032578, -105.090729, -105.113571, -105.135612, -105.069435, -105.146988, -105.046196, -105.12912, -105.145576, -105.122833, -105.139786, -105.176826, -105.137192, -105.113632, -105.183281, -105.031464, -105.108665, -105.097076, -105.133736, -105.174538, -105.085228, -105.06601, -105.137062, -105.093315, -105.115135, -105.081345, -105.165352, -105.042709, -105.045235, -105.128708, -105.091026, -105.169624, -105.069473, -105.035271, -105.075638, -105.156616, -105.14019, -105.126137, -105.084923, -105.117012, -105.119949, -105.046478, -105.163017, -105.041847, -105.185997, -105.134575, -105.118767, -105.056984, -105.16967, -105.140289, -105.132278, -105.110115, -105.095299, -105.05294, -105.034149, -105.017189, -105.174355, -105.065994, -105.028511, -105.10659, -105.098114, -105.085312, -105.122604, -105.056046, -105.186897]","[41.044498, 41.048096, 41.077019, 41.076588, 41.083881, 41.047646, 41.07972, 41.066769, 41.072781, 41.081558, 41.034744, 41.067833, 41.065895, 41.076984, 41.056721, 41.028748, 41.068935, 41.075611, 41.060966, 41.093735, 41.080574, 41.063381, 41.051472, 41.065975, 41.084206, 41.062634, 41.06628, 41.044369, 41.040588, 41.06805, 41.051418, 41.05463, 41.048328, 41.062263, 41.058281, 41.049057, 41.03373, 41.07143, 41.083775, 41.05888, 41.088127, 41.08691, 41.063828, 41.036858, 41.045891, 41.089378, 41.04438, 41.068752, 41.04369, 41.078129, 41.055107, 41.058056, 41.057854, 41.089222, 41.094578, 41.056038, 41.075153, 41.061691, 41.052292, 41.023911, 41.07093, 41.02853, 41.091423, 41.071507, 41.062222, 41.020844, 41.054653, 41.073299, 41.079895, 41.075127, 41.086132, 41.089947, 41.06694, 41.027802, 41.054668, 41.06953, 41.075527, 41.080296, 41.079464, 41.04958, 41.056091, 41.039165]",82
63137,[-86.044098],[41.110992],1
63205,"[-122.551788, -122.611687, -122.622887, -122.620186, -122.602585, -122.606384, -122.562485, -122.521782, -122.584785, -122.599983, -122.547882, -122.513489, -122.589287, -122.626282, -122.635384, -122.507385, -122.628983, -122.652885, -122.667145, -122.540085, -122.582382, -122.614883, -122.535683, -122.559288, -122.631584, -122.657883, -122.669838, -122.543884, -122.499489, -122.573883, -122.503983, -122.579384, -122.637383, -122.570389, -122.530388, -122.661018, -122.517487, -122.593384]","[46.701305, 46.723286, 46.728153, 46.725075, 46.718765, 46.722004, 46.706623, 46.696064, 46.710785, 46.713573, 46.698166, 46.689865, 46.712406, 46.730225, 46.737484, 46.687485, 46.732895, 46.747486, 46.751923, 46.696766, 46.704296, 46.725334, 46.695404, 46.704243, 46.734974, 46.748943, 46.754021, 46.697723, 46.685093, 46.702576, 46.685745, 46.702156, 46.740673, 46.704403, 46.695393, 46.751606, 46.691433, 46.713074]",38
63209,"[-100.761009, -100.506363, -100.67804, -100.526894, -100.625397, -100.763046, -100.693306, -100.699867, -100.681053, -100.517159, -100.648392, -100.5634, -100.721832, -100.735306, -100.68943, -100.674911, -100.522781, -100.725395, -100.603363, -100.529533, -100.640648, -100.607796, -100.754539, -100.504936, -100.710709, -100.710335, -100.75174, -100.731842, -100.685249, -100.759094, -100.730835, -100.707031, -100.571213, -100.55088, -100.693085, -100.75042, -100.698189, -100.642036, -100.51516, -100.761543, -100.713211, -100.552383, -100.716614, -100.552956, -100.601036, -100.513237, -100.559128, -100.54834, -100.702217, -100.702087, -100.676041, -100.526337, -100.683731, -100.523148, -100.514862, -100.743408, -100.620186, -100.697578, -100.620567, -100.723061, -100.61554, -100.599174, -100.661407, -100.695381, -100.645599, -100.670921, -100.669731, -100.710312, -100.756996, -100.670799, -100.590889, -100.607262, -100.688248, -100.510857, -100.665176, -100.567184, -100.540047, -100.725006, -100.752182, -100.706413, -100.74295, -100.585579, -100.611076, -100.63163, -100.586945, -100.66684, -100.615814, -100.525963, -100.510651, -100.604912, -100.740082, -100.728439, -100.54644, -100.518097, -100.739807, -100.697807, -100.618752, -100.571075, -100.720451, -100.661606, -100.67823, -100.573967, -100.747894, -100.655113, -100.536713, -100.577843, -100.685211, -100.68499, -100.572876, -100.683952, -100.7183, -100.636414, -100.765945, -100.671043, -100.745834, -100.686211, -100.514442, -100.615097, -100.604675, -100.631821, -100.683144, -100.519211, -100.581841, -100.627922, -100.528557, -100.773026, -100.706429, -100.532326, -100.628532, -100.589256, -100.705894, -100.522964, -100.539055, -100.509521, -100.739685, -100.710403, -100.680016, -100.522888, -100.569313, -100.6446, -100.717522, -100.523911, -100.632339, -100.600716, -100.534409, -100.67485, -100.54705, -100.701614, -100.727379, -100.614395, -100.733559, -100.531433, -100.627556, -100.608818, -100.717987, -100.58165, -100.723473, -100.537865, -100.563202, -100.596878, -100.558998, -100.731964, -100.593002, -100.559891, -100.657478, -100.714394, -100.714218, -100.748177, -100.740868, -100.736229, -100.636093, -100.690575, -100.721024, -100.611069, -100.7061, -100.619263, -100.718536, -100.768074, -100.557198, -100.65976, -100.752243, -100.594597, -100.674637, -100.69989, -100.710884, -100.555046, -100.73259, -100.736664, -100.506943, -100.543671, -100.544266]","[31.835787, 31.761314, 31.836487, 31.763769, 31.817734, 31.802511, 31.814419, 31.785652, 31.830355, 31.754875, 31.78302, 31.807444, 31.857277, 31.858622, 31.833712, 31.795786, 31.749561, 31.851728, 31.782223, 31.788475, 31.782871, 31.782816, 31.805328, 31.754433, 31.833124, 31.856819, 31.827703, 31.836233, 31.821333, 31.803242, 31.857153, 31.820646, 31.809097, 31.790144, 31.842636, 31.80517, 31.819675, 31.800373, 31.761839, 31.867743, 31.822783, 31.815805, 31.826426, 31.805906, 31.804022, 31.755211, 31.80637, 31.805101, 31.860052, 31.820341, 31.800989, 31.774031, 31.810862, 31.792564, 31.794878, 31.865395, 31.79331, 31.844524, 31.812256, 31.811886, 31.783112, 31.782713, 31.813871, 31.785961, 31.797903, 31.839203, 31.819355, 31.816189, 31.867178, 31.799231, 31.78512, 31.810249, 31.810837, 31.770592, 31.819208, 31.792931, 31.78248, 31.790039, 31.858768, 31.841387, 31.807034, 31.803478, 31.80887, 31.783995, 31.794992, 31.797867, 31.806963, 31.789953, 31.762203, 31.803986, 31.867781, 31.78837, 31.810432, 31.766783, 31.836731, 31.833441, 31.817959, 31.793125, 31.788389, 31.821892, 31.813923, 31.795359, 31.825972, 31.799091, 31.777874, 31.795116, 31.83453, 31.829222, 31.81218, 31.838835, 31.874414, 31.783066, 31.837034, 31.812468, 31.830931, 31.788122, 31.768402, 31.798172, 31.79463, 31.814465, 31.79285, 31.792664, 31.794672, 31.796694, 31.752155, 31.873964, 31.785395, 31.765182, 31.815983, 31.800833, 31.831289, 31.775869, 31.803522, 31.754919, 31.861395, 31.783569, 31.840115, 31.764338, 31.805166, 31.783096, 31.866533, 31.757198, 31.798256, 31.792864, 31.801752, 31.832741, 31.788799, 31.846014, 31.812063, 31.817816, 31.869387, 31.777058, 31.783983, 31.802927, 31.85652, 31.803581, 31.837646, 31.793003, 31.79351, 31.800404, 31.792608, 31.811895, 31.799963, 31.819139, 31.814434, 31.782984, 31.857311, 31.859234, 31.853355, 31.850124, 31.8002, 31.787786, 31.868019, 31.800169, 31.859018, 31.784101, 31.838078, 31.874165, 31.812258, 31.798855, 31.867641, 31.786474, 31.840361, 31.855705, 31.84133, 31.790697, 31.787527, 31.786636, 31.770042, 31.785103, 31.798052]",191
63251,"[-89.597916, -89.604622, -89.618622, -89.570885, -89.615143, -89.597473, -89.625938, -89.575478, -89.609016, -89.593147, -89.592682, -89.614265, -89.628258, -89.605453, -89.627899, -89.591568, -89.585495, -89.628014, -89.604637, -89.589478, -89.586884, -89.627136, -89.594604, -89.597816, -89.604584, -89.585228, -89.587402, -89.618698, -89.576424, -89.60453, -89.611679, -89.590714]","[41.216213, 41.195049, 41.196316, 41.206364, 41.202202, 41.246792, 41.18298, 41.21225, 41.205109, 41.239231, 41.229465, 41.208332, 41.204899, 41.219261, 41.172333, 41.244698, 41.230129, 41.188423, 41.187954, 41.213341, 41.225082, 41.1978, 41.200668, 41.206013, 41.201481, 41.206108, 41.201332, 41.21204, 41.217464, 41.212093, 41.196918, 41.207809]",32
63258,"[-103.170189, -103.130989, -103.202789, -103.136986, -103.155487, -103.094391, -103.030792, -103.076286, -103.074989, -103.085686, -103.163193, -103.180389, -103.09819, -103.106491, -103.184586, -103.113289, -103.140991, -103.20369, -103.023987, -103.042587, -103.21669, -103.218788, -103.138191, -103.195686, -103.171387, -103.129189, -103.140892, -103.173286, -103.16629, -103.039391, -103.130692, -103.108986, -103.065887, -103.032089, -103.110291, -103.193993, -103.21299, -103.159988, -103.118843, -103.17469, -103.149986, -103.160789, -103.13089, -103.07769, -103.153587, -103.129288, -103.205193, -103.177986, -103.118889, -103.098686, -103.166992, -103.148392, -103.154091, -103.185387, -103.076286, -103.14949, -103.041092, -103.097801, -103.157692, -103.180489, -103.158691, -103.108688, -103.162987, -103.194885, -103.121391, -103.162292, -103.097786, -103.160889, -103.184189, -103.05127, -103.152191]","[48.490822, 48.541443, 48.567593, 48.499641, 48.515282, 48.512672, 48.500561, 48.449173, 48.462841, 48.507561, 48.537193, 48.490612, 48.442551, 48.455254, 48.511971, 48.524422, 48.469761, 48.551373, 48.500683, 48.463642, 48.557602, 48.527874, 48.456062, 48.508724, 48.536503, 48.469643, 48.569084, 48.56673, 48.558922, 48.498852, 48.442802, 48.497833, 48.462311, 48.469933, 48.535072, 48.578724, 48.527813, 48.582882, 48.512192, 48.515091, 48.544292, 48.513153, 48.549324, 48.456093, 48.565331, 48.455711, 48.527611, 48.555111, 48.433914, 48.527802, 48.549751, 48.486641, 48.505283, 48.521084, 48.506294, 48.520733, 48.469791, 48.454826, 48.497982, 48.534653, 48.485554, 48.434372, 48.52634, 48.537163, 48.494331, 48.494942, 48.507584, 48.565453, 48.550991, 48.493317, 48.582302]",71
