id,x_coords,y_coords,num_coords
90,"[-165.425278, -165.427673, -165.43338, -165.431473, -165.427475, -165.427475, -165.427277, -165.432816, -165.427277, -165.433685, -165.42868, -165.43486, -165.428772, -165.434616, -165.426483, -165.426453, -165.431274]","[64.572205, 64.570503, 64.563202, 64.562302, 64.571701, 64.569099, 64.571198, 64.562347, 64.568398, 64.565155, 64.567902, 64.56337, 64.568703, 64.564163, 64.571999, 64.570297, 64.566704]",17
508,"[-102.650894, -102.532188, -102.537888, -102.535042, -102.528992]","[37.362293, 38.032494, 38.033295, 38.032902, 38.032093]",5
692,"[-106.24057, -106.242531, -106.241226, -106.246689, -106.243797, -106.241867, -106.243172, -106.239914, -106.247787]","[41.830673, 41.834377, 41.831905, 41.839893, 41.836849, 41.833138, 41.835594, 41.829453, 41.840591]",9
944,"[-90.152763, -90.156578]","[41.426113, 41.426159]",2
1158,[-94.538094],[40.896694],1
1172,[-92.840591],[43.292492],1
1190,[-94.327393],[41.493992],1
1998,[-94.943382],[43.940548],1
2022,"[-95.007996, -95.006927]","[45.156693, 45.159325]",2
2024,"[-95.682388, -95.675392, -95.682388, -95.678894, -95.678696, -95.675392]","[43.619991, 43.622692, 43.622692, 43.622692, 43.619991, 43.619991]",6
6299,"[-160.770096, -160.770172, -160.770142, -160.770172, -160.770126, -160.770172]","[63.907703, 63.91, 63.90847, 63.910702, 63.909184, 63.911499]",6
6304,"[-162.56337, -162.559967, -162.557373, -162.563171, -162.563278, -162.563278, -162.551468, -162.551605, -162.551468, -162.557388, -162.557388, -162.557343, -162.557373, -162.557373, -162.557343, -162.563278, -162.557373]","[66.836594, 66.831604, 66.83712, 66.839905, 66.839203, 66.838501, 66.839905, 66.838516, 66.839203, 66.839165, 66.83989, 66.835724, 66.83783, 66.838501, 66.835022, 66.837799, 66.836395]",17
6311,"[-165.607483, -165.610184, -165.606064, -165.608871]","[61.524601, 61.525402, 61.524242, 61.525002]",4
6319,"[-166.09758, -166.096573, -166.095474]","[61.535702, 61.5359, 61.535702]",3
6338,[-163.250778],[62.034767],1
6341,"[-160.019592, -160.01767, -160.0186]","[66.60891, 66.607803, 66.608353]",3
6566,[-161.886581],[60.780571],1
7381,"[-72.962898, -72.962402, -72.966202, -72.9618, -72.961098, -72.966301, -72.9589, -72.965202, -72.959496, -72.965698, -72.963699]","[42.862591, 42.862991, 42.85849, 42.86359, 42.863892, 42.85799, 42.86499, 42.85939, 42.86459, 42.858891, 42.861992]",11
7501,"[-71.899796, -71.899597]","[42.47879, 42.47699]",2
7526,"[-121.774284, -121.774887, -121.774284, -121.774284, -121.775284, -121.775085, -121.774788, -121.775085, -121.771889, -121.755188, -121.763588, -121.771988, -121.754486, -121.761986, -121.755585, -121.762489, -121.784988, -121.784889, -121.762085, -121.770988, -121.77079, -121.760788, -121.761688, -121.76049, -121.760689, -121.772987, -121.771988, -121.754189, -121.785088, -121.773087, -121.768089, -121.77549, -121.767586, -121.76799, -121.767586, -121.767387, -121.767189, -121.774284, -121.775787, -121.767685, -121.774284, -121.774689, -121.767883, -121.768188, -121.775589, -121.77549, -121.773888, -121.775284, -121.775208, -121.774689, -121.77459, -121.77301]","[38.107197, 38.098896, 38.105595, 38.103893, 38.095695, 38.097294, 38.102196, 38.100594, 38.093796, 38.095295, 38.095295, 38.112095, 38.093697, 38.100895, 38.091896, 38.097095, 38.109097, 38.105896, 38.103596, 38.092396, 38.090694, 38.110294, 38.098896, 38.108395, 38.106594, 38.114197, 38.110195, 38.089996, 38.107494, 38.129993, 38.122093, 38.131695, 38.125095, 38.123596, 38.124393, 38.127296, 38.126495, 38.131195, 38.134396, 38.121296, 38.132896, 38.133495, 38.122795, 38.120495, 38.125195, 38.124195, 38.121796, 38.123394, 38.126007, 38.122597, 38.126995, 38.129013]",52
7769,"[-155.765274, -155.765228, -155.763199, -155.768051, -155.767197]","[19.989264, 19.986008, 19.986959, 19.988411, 19.986536]",5
7771,"[-99.77739, -99.774788]","[42.825794, 42.827194]",2
7855,"[-96.727356, -96.734795]","[46.895161, 46.895092]",2
7886,"[-87.635086, -87.637985, -87.647392, -87.643196, -87.627266, -87.649895, -87.647224, -87.655807, -87.630363, -87.627693, -87.645798, -87.629997, -87.628693, -87.65847, -87.657166, -87.630363, -87.656174]","[44.673321, 44.672607, 44.64529, 44.63649, 44.669689, 44.642094, 44.643341, 44.644131, 44.664154, 44.667393, 44.637894, 44.669292, 44.671192, 44.641022, 44.645672, 44.665543, 44.642448]",17
7927,"[-84.339096, -84.338295, -84.338669]","[36.121895, 36.119793, 36.120659]",3
7936,"[-119.078384, -119.093483, -119.080353, -119.086037, -119.084488, -119.112106, -119.068962, -119.108948, -119.105118, -119.075218, -119.082588, -119.114799, -119.098885, -119.078987, -119.107086, -119.107323, -119.073349, -119.090385, -119.088585, -119.082245, -119.084129, -119.103432, -119.086288, -119.110527, -119.106445, -119.080788, -119.100784, -119.095085, -119.110985, -119.112885, -119.102882, -119.09211, -119.108986, -119.088425, -119.104881, -119.096985, -119.070824, -119.158089, -119.140884, -119.149185, -119.152985, -119.145386, -119.142288, -119.147285, -119.155884, -119.151588, -119.143684, -119.154388, -119.15049, -119.129135, -119.13089, -119.136185, -119.140205, -119.136086, -119.123184, -119.159988, -119.075989, -119.162987, -119.144287, -119.071785, -119.138687, -119.068687, -119.132683]","[46.106735, 46.097294, 46.107182, 46.108459, 46.093594, 46.082874, 46.104637, 46.081257, 46.10046, 46.106041, 46.092995, 46.101917, 46.098694, 46.091892, 46.100796, 46.080433, 46.105625, 46.095394, 46.094795, 46.107597, 46.108013, 46.076977, 46.094193, 46.082073, 46.078758, 46.092495, 46.099094, 46.097996, 46.101295, 46.101593, 46.099293, 46.096073, 46.101093, 46.108582, 46.07793, 46.098392, 46.105042, 46.110394, 46.103992, 46.106094, 46.109093, 46.105595, 46.104492, 46.105793, 46.110195, 46.108093, 46.104996, 46.109592, 46.107193, 46.118526, 46.093193, 46.095394, 46.120499, 46.119995, 46.094093, 46.112793, 46.091293, 46.114494, 46.120995, 46.089294, 46.100693, 46.087894, 46.119194]",63
7965,"[-96.623299, -96.62635]","[40.904003, 40.903519]",2
7966,"[-94.140846, -94.14077, -94.140884]","[43.034908, 43.037441, 43.032356]",3
7974,"[-99.248688, -99.246994]","[43.847694, 43.849392]",2
10005,"[-121.168816, -121.189888, -121.176941, -121.166977, -121.174156, -121.164558, -121.191185, -121.197609, -121.190613, -121.192261, -121.187401, -121.166885, -121.19339, -121.187531, -121.192688, -121.167503, -121.170876, -121.168633, -121.166985, -121.187012, -121.165955, -121.192062, -121.178925, -121.166306, -121.177513, -121.197899, -121.168907, -121.197411, -121.188484, -121.19323, -121.177124, -121.187599, -121.176453, -121.190186, -121.187172, -121.186951, -121.175537, -121.198463, -121.197266, -121.180084, -121.187927, -121.163383, -121.197487, -121.180389, -121.176445, -121.187515, -121.187386, -121.176643, -121.175354, -121.174042, -121.177086, -121.196838, -121.189995, -121.169052, -121.197617, -121.189842, -121.189133, -121.179688, -121.190971, -121.176277, -121.180687, -121.173721, -121.177589, -121.176781, -121.197876, -121.176239, -121.197456, -121.19429, -121.193253, -121.174332, -121.167252, -121.175331, -121.197365, -121.176407, -121.187546, -121.176537, -121.163284, -121.176086, -121.197876, -121.166672, -121.173409, -121.173187, -121.176521, -121.187515, -121.166489, -121.172478, -121.164085, -121.193985, -121.190285, -121.163689, -121.178139, -121.197487, -121.188065, -121.190086, -121.197685, -121.176506, -121.177727, -121.165421, -121.174538, -121.171486, -121.178284, -121.190941, -121.189301, -121.19751, -121.190201, -121.176613, -121.187057, -121.175941, -121.197289, -121.197159, -121.181587, -121.163383, -121.193077, -121.191536, -121.186966, -121.175621, -121.18689, -121.163315, -121.19381, -121.196388, -121.177208, -121.187378, -121.188087, -121.178589, -121.197586, -121.187279, -121.187149, -121.176422, -121.187515, -121.193687, -121.168671, -121.18679, -121.175087, -121.170486, -121.168877, -121.171875, -121.192947, -121.182274, -121.191338, -121.180984, -121.175529, -121.187546, -121.180786, -121.176689, -121.187523, -121.19722, -121.171143, -121.168755, -121.194542, -121.177887, -121.163284, -121.187584, -121.198166, -121.176224, -121.181885, -121.170082, -121.179314, -121.18129, -121.197716, -121.175125, -121.164978, -121.177429]","[37.039383, 37.034294, 37.032932, 37.035328, 37.049015, 37.04752, 37.036495, 37.04129, 37.035526, 37.034451, 37.034229, 37.042397, 37.045395, 37.041813, 37.033295, 37.035873, 37.035725, 37.040382, 37.042896, 37.036255, 37.034771, 37.036003, 37.051296, 37.034927, 37.050526, 37.038521, 37.039059, 37.040989, 37.042793, 37.034592, 37.050392, 37.042545, 37.031921, 37.033096, 37.039558, 37.040306, 37.046204, 37.042213, 37.040337, 37.051395, 37.03727, 37.046871, 37.035995, 37.051495, 37.046013, 37.040405, 37.038994, 37.04491, 37.049473, 37.045006, 37.033295, 37.035236, 37.034618, 37.041348, 37.037491, 37.042736, 37.042927, 37.051395, 37.035637, 37.044083, 37.051796, 37.044846, 37.034294, 37.050343, 37.04166, 37.049969, 37.036755, 37.046196, 37.033272, 37.045197, 37.035576, 37.045979, 37.039635, 37.045738, 37.036346, 37.045464, 37.046494, 37.043831, 37.038147, 37.03511, 37.044682, 37.044495, 37.044617, 37.03862, 37.041496, 37.047997, 37.047394, 37.045994, 37.042793, 37.047195, 37.050671, 37.039295, 37.042755, 37.033894, 37.038895, 37.050152, 37.034653, 37.047802, 37.045387, 37.036194, 37.050995, 37.036194, 37.042542, 37.036377, 37.033512, 37.045204, 37.033646, 37.049812, 37.039993, 37.035656, 37.052696, 37.045395, 37.045135, 37.036762, 37.03989, 37.049644, 37.035896, 37.045776, 37.033455, 37.035095, 37.033627, 37.03463, 37.037594, 37.051193, 37.037094, 37.041161, 37.040825, 37.044327, 37.038212, 37.045696, 37.040058, 37.035595, 37.049274, 37.035496, 37.041039, 37.036366, 37.033562, 37.052944, 37.035889, 37.052296, 37.043434, 37.042194, 37.052094, 37.032597, 37.033859, 37.040672, 37.035999, 37.0397, 37.04644, 37.050495, 37.046097, 37.041496, 37.041939, 37.031593, 37.052895, 37.035255, 37.051353, 37.052494, 37.037819, 37.045761, 37.047646, 37.03397]",162
10191,"[-118.387375, -118.383125, -118.387024, -118.391983, -118.382217, -118.381981, -118.384987, -118.384338, -118.387581, -118.3899, -118.388191, -118.381523, -118.395485, -118.386185, -118.388733, -118.394989, -118.381638, -118.396187, -118.391991, -118.385284, -118.395035, -118.38179, -118.384033, -118.388985, -118.382431, -118.390175, -118.382988, -118.388489, -118.38839, -118.381744, -118.381454, -118.383438, -118.385986, -118.394791, -118.387833, -118.383263, -118.388283, -118.382668, -118.390633, -118.382675, -118.38829, -118.384514, -118.392189, -118.38929, -118.387146, -118.385544, -118.390144, -118.381386, -118.381485, -118.382202, -118.384583, -118.385208, -118.390991, -118.384819, -118.381752, -118.382889, -118.381508, -118.395935, -118.382454, -118.389587, -118.38266, -118.396187, -118.382195, -118.38385, -118.394791, -118.389221, -118.382637, -118.391548, -118.391121, -118.395691, -118.382423, -118.383987, -118.383095, -118.387314, -118.39669, -118.38163, -118.389153, -118.387573, -118.382652, -118.383873, -118.381989, -118.388786, -118.386688, -118.381386, -118.391518, -118.383133, -118.384178, -118.391327, -118.390884, -118.390404, -118.391289, -118.390656, -118.391747, -118.387909, -118.384087, -118.388084, -118.392426, -118.381538, -118.384384, -118.385788, -118.390732, -118.382423, -118.382851, -118.388901, -118.383705, -118.383698, -118.389046, -118.391281, -118.396385, -118.384247, -118.383636, -118.382896, -118.391357, -118.381844, -118.39109, -118.39151, -118.383423, -118.381989, -118.384789, -118.386887, -118.388634, -118.383934, -118.389938, -118.382187, -118.390488, -118.38839, -118.383263, -118.384773, -118.390892, -118.388512, -118.390388, -118.381989, -118.395218, -118.38179]","[35.058311, 35.058228, 35.056835, 35.059254, 35.054245, 35.059254, 35.059395, 35.055088, 35.058167, 35.059364, 35.059296, 35.061508, 35.061394, 35.057796, 35.062706, 35.062794, 35.053188, 35.060795, 35.057693, 35.056995, 35.060253, 35.054596, 35.054024, 35.062496, 35.062302, 35.057617, 35.055195, 35.062897, 35.061497, 35.062859, 35.058083, 35.053173, 35.057995, 35.060493, 35.057991, 35.054794, 35.057632, 35.053932, 35.058781, 35.062107, 35.063095, 35.053707, 35.059093, 35.056793, 35.05851, 35.056816, 35.059177, 35.060295, 35.063057, 35.060909, 35.054913, 35.059219, 35.061195, 35.054733, 35.06131, 35.053764, 35.05978, 35.060997, 35.054089, 35.056595, 35.060528, 35.062294, 35.059059, 35.054199, 35.062996, 35.062302, 35.060192, 35.058037, 35.056812, 35.061195, 35.060734, 35.052994, 35.053589, 35.056732, 35.061893, 35.057854, 35.06004, 35.056633, 35.058655, 35.05545, 35.054394, 35.057194, 35.056995, 35.053394, 35.062294, 35.055, 35.058964, 35.05822, 35.058594, 35.0574, 35.062496, 35.057217, 35.059441, 35.059486, 35.055294, 35.057796, 35.058853, 35.05476, 35.058762, 35.056595, 35.061409, 35.058868, 35.055424, 35.060223, 35.053043, 35.059341, 35.056965, 35.059837, 35.062096, 35.053833, 35.054379, 35.05843, 35.05661, 35.052998, 35.058395, 35.059639, 35.054577, 35.061123, 35.057495, 35.058697, 35.058891, 35.059139, 35.057796, 35.062496, 35.061596, 35.059093, 35.053371, 35.053619, 35.057011, 35.057442, 35.058994, 35.062695, 35.062618, 35.059494]",134
10586,"[-118.31279, -118.304482, -118.307953, -118.30619, -118.313797, -118.304871, -118.308914, -118.312119, -118.308586, -118.305748, -118.308289, -118.313286, -118.305504, -118.314545, -118.307587, -118.311508]","[35.076897, 35.081287, 35.081192, 35.079296, 35.076138, 35.08083, 35.079559, 35.077023, 35.080093, 35.079826, 35.080662, 35.076496, 35.080326, 35.075974, 35.081696, 35.077255]",16
10597,"[-118.29689, -118.330589, -118.295288, -118.301575, -118.300987, -118.329391, -118.306305, -118.33149, -118.297089, -118.297089, -118.307137, -118.307487, -118.297852, -118.299522, -118.312523, -118.302185, -118.305191, -118.325584, -118.326286, -118.331085, -118.305084, -118.303993, -118.309792, -118.296829, -118.302589, -118.324692, -118.302788, -118.296028, -118.313217, -118.307487, -118.323189, -118.297585, -118.307396, -118.311584, -118.304085, -118.305885, -118.298935, -118.307335, -118.329689, -118.298988, -118.328888, -118.298187, -118.295296, -118.330887, -118.31395, -118.303391, -118.303589, -118.307884, -118.330292, -118.301689, -118.300133, -118.306526, -118.297287, -118.30529, -118.305466, -118.302658, -118.306435, -118.300285, -118.329987, -118.32579, -118.330086, -118.324471, -118.329086, -118.304291, -118.303688, -118.329185, -118.302986, -118.303879, -118.298164, -118.33049, -118.302986, -118.300789, -118.327187, -118.307487, -118.30703, -118.308479, -118.322227, -118.302666, -118.329086, -118.31189, -118.328285, -118.30719, -118.307991, -118.301788, -118.331291, -118.328384, -118.301086, -118.301285, -118.306786, -118.30719, -118.305687, -118.294632, -118.304344, -118.329285, -118.325584, -118.325989, -118.295273, -118.303932, -118.294708, -118.295837, -118.307587, -118.328285, -118.302429, -118.329788, -118.308662, -118.322891, -118.303856, -118.324188, -118.325287, -118.295341, -118.308464, -118.312088, -118.304375, -118.329788, -118.304916, -118.30526, -118.325089, -118.324989, -118.330086, -118.330292, -118.297691, -118.32679, -118.329086, -118.30481, -118.32959, -118.326988, -118.308716, -118.305405, -118.328186, -118.328285, -118.30439, -118.296486, -118.306725, -118.29879, -118.29789, -118.299324, -118.303291, -118.295044, -118.311386, -118.298126, -118.296921, -118.306091, -118.300186, -118.312981, -118.301987, -118.312279, -118.322685, -118.31369, -118.322517, -118.298698, -118.303513, -118.302658, -118.300888, -118.306969, -118.298485, -118.304787, -118.306389, -118.32579, -118.30278, -118.311188, -118.329491, -118.30632, -118.303902, -118.307388, -118.30603, -118.302185, -118.330391, -118.330589, -118.330788, -118.303207, -118.323891, -118.304153, -118.302948, -118.303139, -118.312042, -118.305176, -118.294937, -118.326691, -118.32579, -118.329285, -118.31179, -118.300003, -118.304688, -118.329987, -118.326286, -118.305168, -118.323647, -118.305588, -118.307816, -118.325287, -118.306885, -118.312744, -118.308189, -118.307487, -118.308189, -118.297485, -118.323387, -118.296326, -118.306084, -118.307388, -118.300529, -118.308311, -118.307236, -118.307129, -118.302185, -118.328285, -118.303085, -118.328491, -118.30452, -118.302391, -118.331589, -118.329391, -118.303986, -118.326485, -118.31102]","[35.081894, 35.075394, 35.081696, 35.078125, 35.080994, 35.075596, 35.075733, 35.074795, 35.079395, 35.080494, 35.076054, 35.074696, 35.081154, 35.079777, 35.076046, 35.080093, 35.074196, 35.074196, 35.073696, 35.075096, 35.075394, 35.074146, 35.075195, 35.080654, 35.077496, 35.073494, 35.081795, 35.080204, 35.075462, 35.076897, 35.074493, 35.080093, 35.073654, 35.075195, 35.075195, 35.073696, 35.078964, 35.071499, 35.075394, 35.081493, 35.076996, 35.079796, 35.077751, 35.075195, 35.074875, 35.076996, 35.076794, 35.076595, 35.074894, 35.080395, 35.080544, 35.077789, 35.080296, 35.075195, 35.076347, 35.079681, 35.073242, 35.077995, 35.075893, 35.070496, 35.075794, 35.073662, 35.076996, 35.074993, 35.077694, 35.075695, 35.080593, 35.078739, 35.080952, 35.075497, 35.078297, 35.079994, 35.072895, 35.077995, 35.078033, 35.075157, 35.075302, 35.080746, 35.074993, 35.074993, 35.076496, 35.075096, 35.075394, 35.081596, 35.074894, 35.075497, 35.081795, 35.080795, 35.074097, 35.073795, 35.076195, 35.078644, 35.07724, 35.076996, 35.072697, 35.073895, 35.077961, 35.076477, 35.078365, 35.080433, 35.073395, 35.076694, 35.080948, 35.075294, 35.077335, 35.074696, 35.076649, 35.073795, 35.072895, 35.077553, 35.077538, 35.074795, 35.079433, 35.075996, 35.081345, 35.07674, 35.073093, 35.073296, 35.074993, 35.075695, 35.081394, 35.070896, 35.075794, 35.074535, 35.074696, 35.073093, 35.075016, 35.074028, 35.075596, 35.076794, 35.076195, 35.079796, 35.077579, 35.080395, 35.078716, 35.07996, 35.081493, 35.081837, 35.075394, 35.078476, 35.079552, 35.077995, 35.079296, 35.075661, 35.081394, 35.076237, 35.074894, 35.075096, 35.075146, 35.07917, 35.081303, 35.076439, 35.078644, 35.076221, 35.078094, 35.075794, 35.077995, 35.074097, 35.078526, 35.075596, 35.075497, 35.076672, 35.079834, 35.077793, 35.073536, 35.081196, 35.074795, 35.074696, 35.075294, 35.078175, 35.073994, 35.077404, 35.075119, 35.079273, 35.076424, 35.079933, 35.078259, 35.073296, 35.072495, 35.074894, 35.076595, 35.079548, 35.081551, 35.075195, 35.070595, 35.081161, 35.074142, 35.073895, 35.073288, 35.074394, 35.071693, 35.075855, 35.075294, 35.075695, 35.077694, 35.077896, 35.074295, 35.080978, 35.076855, 35.074894, 35.077873, 35.076225, 35.077042, 35.07159, 35.075695, 35.076294, 35.081696, 35.076195, 35.077091, 35.077694, 35.074696, 35.074795, 35.081795, 35.073494, 35.075855]",215
10718,"[-116.560616, -116.560616, -116.560638, -116.560623, -116.560616, -116.55529, -116.555237, -116.555275, -116.560593, -116.560661, -116.557785, -116.560623]","[33.920147, 33.919376, 33.921921, 33.921135, 33.920742, 33.921993, 33.921207, 33.920433, 33.918602, 33.922314, 33.922295, 33.92152]",12
10823,"[-70.957298, -70.956444]","[42.347092, 42.345852]",2
16630,"[-116.610489, -116.610489]","[33.925396, 33.924397]",2
50276,"[-116.58709, -116.58709, -116.560585, -116.559288, -116.55928, -116.559288, -116.559311, -116.560585, -116.55928, -116.56189, -116.560585, -116.559311, -116.559258, -116.559288, -116.559273, -116.560585, -116.560585, -116.559265, -116.56189, -116.560577, -116.56192, -116.560585, -116.559273, -116.559288]","[33.922096, 33.921494, 33.911896, 33.910995, 33.910736, 33.913494, 33.912647, 33.913322, 33.911808, 33.910725, 33.912495, 33.911274, 33.912903, 33.913197, 33.912373, 33.913609, 33.912193, 33.913742, 33.910995, 33.913021, 33.911232, 33.912796, 33.911526, 33.912121]",24
50281,"[-116.629616, -116.619209, -116.613243, -116.617683, -116.61319, -116.611732, -116.630341, -116.613205, -116.614723, -116.611748, -116.625008, -116.616081, -116.611725, -116.617699, -116.624985, -116.614738, -116.616081, -116.614746, -116.615646, -116.611717, -116.613228, -116.614731, -116.613243, -116.61319, -116.611748, -116.611725, -116.61599, -116.614761, -116.625015, -116.614754, -116.611786, -116.624931, -116.620277, -116.611732, -116.613342, -116.614746, -116.622108, -116.613243, -116.624939, -116.630341, -116.629608, -116.617668, -116.624985, -116.619186, -116.616508, -116.630287, -116.61969, -116.630341, -116.61924, -116.611748, -116.613251, -116.620247, -116.622345, -116.620255, -116.619286, -116.624947, -116.620285, -116.61319, -116.61319, -116.624985, -116.626038, -116.61319, -116.614738, -116.611725, -116.630318, -116.616585, -116.61319, -116.625, -116.611725, -116.614723, -116.621849, -116.611763, -116.617645, -116.630547, -116.617676, -116.613197, -116.616486, -116.61319, -116.617691, -116.626022, -116.630142, -116.620285, -116.620247, -116.613281, -116.611748, -116.615891, -116.611725, -116.614731, -116.62027, -116.614731, -116.614738, -116.613182, -116.611687, -116.611732, -116.615685, -116.613205, -116.611732, -116.614731, -116.624931, -116.611763, -116.614716, -116.616493, -116.62027, -116.620285, -116.624985, -116.630363, -116.611717, -116.61319, -116.614738]","[33.922337, 33.920414, 33.930534, 33.925228, 33.926895, 33.927116, 33.928074, 33.926277, 33.92701, 33.928837, 33.929443, 33.923676, 33.928452, 33.924221, 33.929096, 33.930874, 33.923859, 33.93129, 33.923843, 33.928085, 33.930901, 33.926823, 33.931309, 33.926697, 33.927509, 33.925781, 33.922096, 33.930325, 33.928349, 33.931675, 33.927895, 33.931122, 33.920639, 33.928661, 33.927673, 33.931492, 33.920238, 33.931488, 33.930397, 33.928932, 33.922543, 33.925411, 33.928696, 33.920795, 33.922253, 33.924095, 33.924194, 33.928497, 33.919598, 33.929047, 33.931149, 33.919926, 33.919842, 33.92012, 33.919994, 33.930759, 33.920296, 33.925694, 33.927296, 33.927994, 33.923435, 33.925896, 33.931084, 33.925968, 33.92767, 33.919994, 33.926094, 33.927242, 33.926743, 33.927212, 33.931599, 33.931324, 33.925835, 33.924843, 33.925053, 33.928257, 33.920994, 33.927494, 33.924896, 33.924042, 33.92334, 33.920486, 33.919746, 33.927872, 33.927303, 33.926296, 33.926357, 33.929913, 33.92083, 33.930717, 33.930126, 33.928032, 33.926895, 33.928288, 33.923393, 33.926476, 33.926147, 33.927399, 33.930027, 33.931522, 33.929733, 33.921181, 33.921001, 33.921196, 33.927593, 33.927227, 33.926529, 33.927094, 33.930504]",109
50386,[-118.334381],[35.091591],1
50485,"[-116.585587, -116.585892, -116.58049, -116.584785, -116.585686]","[33.890797, 33.889595, 33.892895, 33.893696, 33.890194]",5
