BusID,Name,Latitude,Longitude
30973,SUNST,,
30975,MIDWAY-R11,35.40389,-119.453913
30976,MIDWAY-R12,35.40389,-119.453913
30977,MIDWAY-R13,35.40389,-119.453913
30993,SUMMIT,,
30994,WHEELER,35.088838,-118.976556
31000,HUMBOLDT,40.782781,-124.11266
31010,LOW GAP1,,
31011,FRSTGLEN,,
31015,BRDGVLLE,40.479869,-123.78058
31020,HMBOBAYPPB,40.740303,-124.209589
31050,ORICK,,
31051,BIG_LAGN,,
31052,TRINIDAD,,
31054,ESSX JCT,,
31056,JANCK TP,,
31057,LP_FLKBD,,
31058,JANS CRK,,
31060,BLUELKPP,,
31061,BCHIPMIL,,
31062,BLUE LKE,,
31063,BCHIP_TP,,
31064,SMPSNTAP,,
31066,ARCTAJT1,,
31067,ARC_JT2X,,
31068,SIMPSON,,
31070,ARCTAJT2,,
31071,ARCTA_J2,,
31072,ARCATA,,
31073,LP_JCT,,
31074,FAIRHAVN,,
31075,SIERA_PC,,
31076,LP-SAMOA,,
31078,FPC,,
31079,SIM_PULP,,
31080,HUMBOLDT,,
31082,HARRIS,,
31084,HARRISST,,
31086,EUREKA,,
31087,EUREKA A,,
31088,HMBLT JT,,
31090,HMBLT BY,,
31091,RDGE CBN,,
31092,MPLE CRK,,
31093,HYMPOMJT,,
31094,RUSS RCH,,
31095,HYAMPOM,,
31096,WILLWCRK,,
31097,HMBOBAYPPC,,
31098,HOOPA,,
31099,HMBOBAYPPA,,
31100,EEL RIVR,,
31101,SCOTIATP,,
31102,NEWBURG,,
31103,PCLUMBER,,
31104,CARLOTTA,,
31105,RIODLLTP,,
31106,RIO DELL,,
31108,SWNS FLT,,
31109,SCTIATP2,,
31110,BRDGVLLE,,
31112,FRUITLND,,
31114,FRT SWRD,,
31116,GRBRVLLE,,
31118,KEKAWAKA,,
31120,FRUTLDJT,,
31122,FTSWRDJT,,
31150,FAIRHAVN,,
31152,PAC.LUMB,,
31153,PAC.LUMB,,
31156,BLUELKPP,,
31158,LP SAMOA,,
31166,KEKAWAK,,
31180,HMBOBAYPPB,,
31181,HMBOBAYPPA,,
31182,HMBOBAYPPC,,
31200,MENDOCNO,39.250426,-123.196583
31202,CALPELLA,,
31204,UKIAH,,
31206,HPLND JT,38.972849,-123.081051
31208,CLOVRDLE,,
31210,MPE TAP,38.810123,-122.881427
31212,MPE,38.833975,-122.881569
31213,GEYSERS56,38.806269,-122.809738
31214,GEYSERS34,38.805737,-122.815072
31215,LUCERNJ1,39.110234,-122.81284
31216,LUCERNE,,
31217,LUCERNJ2,39.110234,-122.81284
31218,ER_FTNJT,38.497663,-122.607707
31219,ERFT5_25,38.826672,-122.800183
31220,EGLE RCK,38.829221,-122.810548
31221,GEYSR11,38.827044,-122.800639
31222,REDBUD,,
31223,REDBUDJ1,39.027525,-122.662995
31224,INDIN VL,39.079019,-122.535969
31225,HGHLNDJ1,38.937096,-122.609231
31226,HGHLAND,,
31227,HGHLNDJ2,38.937096,-122.609231
31228,HOMSTKTP,38.902777,-122.614174
31229,REDBUDJ2,39.027525,-122.662995
31230,HOMEPROC,,
31232,HOMEGRND,38.836624,-122.369559
31236,FULTON,38.498253,-122.761618
31238,MONROE1,,
31239,MONROE2,,
31240,SNTA RSA,,
31242,STNY PTP,38.418692,-122.747713
31244,STONY PT,,
31246,BELLVUE,,
31248,PENNGRVE,,
31249,RINCONJ2,38.497147,-122.667787
31250,RINCON,,
31251,RINCONJ1,38.497147,-122.667787
31253,FLTN JT2,38.523239,-121.995635
31254,CORONA,,
31255,LAKEVLLE,,
31256,FLTN JCT,38.523239,-121.995635
31258,SONOMA,,
31260,MNDCNO M,39.250426,-123.196583
31261,CACHE J1,39.012089,-122.612201
31262,CACHE J2,39.012089,-122.612201
31263,LWRLAKEJ,38.910794,-122.617563
31264,STHELNJ2,38.501673,-122.467286
31265,STHELNJ1,38.501673,-122.467286
31300,MENDOCNO,,
31302,PTTR VLY,,
31306,WILLITS,,
31308,LYTNVLLE,,
31309,FT_BRGD1,,
31310,COVELO6,,
31311,FT_BRGD2,,
31312,FRT BRGG,,
31314,BIG RIVR,,
31315,BIG_RVR_,,
31316,ELK,,
31317,ELK_D,,
31318,PNT ARNA,,
31319,PNT_AREN,,
31320,GARCIA,,
31321,PHILO_D,,
31322,GARCIA J,,
31324,PHILO,,
31326,PHLO JCT,,
31327,UKIAH JT,,
31328,MASONITE,,
31329,MASON TP,,
31330,UPPR LKE,,
31332,HARTLEY,,
31334,CLER LKE,,
31335,GRANITE,,
31336,HPLND JT,,
31338,KONOCTI6,,
31340,LOWR LKE,,
31342,MIDDLTWN,,
31344,EGLE RCK,,
31346,GUALALA,,
31348,ANNAPOLS,,
31350,FORT RSS,,
31352,SLMN JCT,,
31354,SLMN CRK,,
31356,MONTE RO,,
31357,WOHLER,,
31358,WHLR JCT,,
31359,WHLR TAP,,
31360,MIRABEL,,
31361,MIRBELTP,,
31362,TRNTN JT,,
31363,TRNTN_JC,,
31364,MOLINO,,
31366,MLNO JCT,,
31368,GYSRVLLE,,
31370,CLVRDLJT,,
31372,GYSR 1-2,,
31374,GYSRJCT1,,
31375,WINDSOR,,
31376,GYSRJCT2,,
31377,FCHMNTP2,,
31378,FULTON,,
31379,HDSBGTP2,,
31380,FTCH MTN,,
31381,HDSBGTP1,,
31382,FTCHMTNP,,
31383,LAGUNA,,
31384,COTATI,,
31385,LAGUNATP,,
31386,MCDWLLSW,,
31388,PETLMA C,,
31389,PETC_JCT,,
31390,PETLMA A,,
31391,SNMA TAP,,
31392,LAKEVLLE,,
31393,SNMALDFL,,
31394,LKVLE JT,,
31396,DUNBAR,,
31397,WILLITSJ,,
31400,SANTAFESTG1,,
31401,SANTAFESTG2,,
31402,BEAR CAN,,
31404,WEST FOR,,
31406,GEYSR5-6,,
31407,GYSR78TP,38.814945,-122.802302
31408,GEYSER78,,
31412,GEYSER11,,
31414,GEYSER12,,
31416,GEYSER13,,
31418,GEYSER14,,
31420,GEYSER16,,
31421,BOTTLERK,,
31422,GEYSER17,,
31424,GEYSER18,,
31426,GEYSER20,,
31428,MENDCNTR,,
31430,SMUDGEO1,,
31433,POTTRVLY,,
31435,GEO.ENGY,,
31436,INDIAN V,,
31444,GA PACIF,,
31446,SONMA LF,,
31450,WILDWOOD,,
31452,TRINITY,40.718103,-122.934379
31454,PANRAMA,,
31456,MALACHA1,41.015164,-121.154986
31458,MALACHA2,41.015164,-121.154986
31459,OREGNTRL,,
31461,JESSTAP,40.46191,-122.328123
31462,SMPSN-AN,40.436073,-122.251505
31463,WHEELBR,40.428766,-122.278923
31465,WHEELBR1,,
31466,JESSUPJ1,40.46191,-122.328123
31467,JESSUP,,
31468,CASCADE,40.652555,-122.334573
31469,SPI_AND,40.469574,-122.323554
31470,SLYCREEK,39.580425,-121.119661
31472,WODLF TP,39.554036,-121.204186
31473,SPIAND2,40.469574,-122.323554
31474,FRBSTNTP,39.551033,-121.278614
31475,KANAKAJT,,
31476,OWID,39.543251,-121.309183
31477,FORBSTWN,,
31478,TBLM JCT,39.556337,-121.646342
31480,WYANDTTE,,
31482,PALERMO,39.454419,-121.518382
31484,HONCUT,,
31486,CARIBOU,40.085947,-121.148291
31488,GRIZ JCT,,
31489,GRIZZLYT4-2,,
31490,BUTTVLLY,40.175903,-121.190872
31491,GPH-BC,,
31492,GRIZZLY1,,
31494,BIGBENTP,39.677522,-121.491997
31496,NORD   1,,
31497,NDAME  J,39.730313,-121.7967
31498,SYCAMORE,,
31499,NOTRDAME,,
31500,BUTTE,,
31501,CHICOTP1,39.707033,-121.828431
31502,CHICO B,,
31503,CHICOTP2,39.709687,-121.856162
31504,TBLE MTN,39.556337,-121.646342
31506,HONC JT1,39.320624,-121.595614
31508,HONC JT3,39.320624,-121.595614
31512,BIG BEND,,
31514,PARADSE,,
31516,WYANDJT2,,
31518,WYANDJT1,39.492025,-121.5414
31521,COTWD_1D,,
31522,COTWD_2D,,
31523,COTWD_1E,,
31524,COTWD_2E,,
31550,MC ARTHR,,
31552,AMERESCO,,
31553,BIG BAR,,
31554,GROUSCRK,,
31555,TAP 65,,
31556,TRINITY,,
31561,AMERESCOTAP,,
31564,FRNCHGLH,,
31566,KESWICK,,
31570,BENTON,,
31572,GIRVAN,,
31574,ANDERSON,,
31576,WNTU PMS,,
31578,LOMS JCT,,
31580,CASCADE,,
31581,OREGNTRL,,
31582,STLLWATR,,
31584,MTN GATE,,
31585,ANTLER,,
31586,PPL,,
31587,OLSEN JT,,
31588,WHITMORE,,
31590,CEDR CRK,,
31591,CLOV TAP,,
31592,DESCHUTS,,
31593,COWCK TP,,
31594,VOLTA,,
31595,TKO TAP,,
31596,SOUTH,,
31598,KILARC,,
31599,CLMN FSH,,
31600,INSKIP,,
31601,CLMN TAP,,
31602,COLEMAN,,
31603,CANAL TP,,
31604,COTTONWD,,
31605,NEO REDT,,
31606,CLMN JCT,,
31607,RED B JT,,
31608,RED BLFF,,
31609,CR CANAL,,
31610,TYLER,,
31611,RASN JNT,,
31612,DIRYVLLE,,
31613,TYLERJT,,
31614,RWSN J2,,
31615,LP FB SP,,
31616,GERBER,,
31618,LS MLNSJ,,
31619,LS ML JT,,
31620,VINA,,
31621,NEO REDB,,
31623,RDBLFPP,,
31624,GRBR JCT,,
31626,CORNING,,
31628,PIT 1,,
31629,PIT 1E,,
31630,HAT CRK1,,
31632,HAT CRK2,,
31634,HT CRKRG,,
31636,BURNEY,,
31637,BURNYJCT,,
31638,BURNEYQF,,
31640,TRES VIS,,
31642,PEACHTON,,
31644,BIGGSJCT,,
31646,KLLY RDE,,
31648,ELGN JCT,,
31650,OROVILLE,,
31651,OROVLENRGJCT,,
31652,LSNA PCC,,
31653,OROVLENRG,,
31654,APT ORVC,,
31656,PALERMO,,
31658,BANGOR,,
31660,DOBBINS,,
31662,CHALLNGE,,
31664,WESTWOOD,,
31666,HATLOSCK,,
31668,ULTR WSD,,
31670,CHESTER,,
31671,COLLINSPNJCT,,
31672,HMLTN BR,,
31673,COLLINSPINE,,
31674,BIG MDWS,,
31676,HOWELLS,,
31677,GRS F JT,,
31678,GRYS FLT,,
31680,GANSNER,,
31681,EST Q JT,,
31682,SPANSHCK,,
31683,EST Q1,,
31684,EST QNCY,,
31685,PLMS JCT,,
31686,ELIZ JT1,,
31687,ELIZ JT2,,
31688,SPIQUINCYJCT,,
31689,ELIZ TWN,,
31690,CARIBOU,,
31691,SPIQUINCY,,
31692,DE SABLA,,
31694,BTTE CRK,,
31696,CNTRVLLE,,
31702,MCNE JCT,,
31704,CLARK RD,,
31708,DRHM JCA,,
31709,DRHMSW45,,
31710,CHICO A,,
31712,BUTTE,,
31714,DRHM JCB,,
31716,ESQUON,,
31718,TBLE MTN,,
31722,GLENN,,
31723,ORLND JT,,
31724,ORLAND B,,
31725,ORL B JT,,
31726,ELKCREEK,,
31727,ELKCRKJT,,
31728,WILLOWS,,
31729,CORNSWCH,,
31730,CAPAY,,
31731,CAPAYJCT,,
31732,HMLTN JT,,
31733,CAPYSWCH,,
31734,HAMILTON,,
31735,CHICO JT,,
31736,HEADGATE,,
31738,ANITA,,
31740,JACINTO,,
31750,SPIAND2,,
31762,TB MT 1T,,
31763,AMERESCO,,
31764,MALCHA,,
31766,PIT 4,,
31768,JBBLACK1,,
31770,JBBLACK2,,
31772,PIT 6 U1,,
31774,PIT 6 U2,,
31776,PIT 7 U1,,
31778,PIT 7 U2,,
31780,BUTTVLLY,,
31782,CRBU 4-5,,
31784,BELDEN,,
31786,ROCK CK1,,
31788,ROCK CK2,,
31790,POE 1,,
31792,POE 2,,
31794,WOODLEAF,,
31795,CSCDE  T,,
31796,RD MT 1T,,
31797,CSCDE  M,,
31798,BRNYFRST,,
31800,SMPSN-AN,,
31802,PIT 3,,
31804,PIT 5 U1,,
31806,PIT 5 U2,,
31808,CRBOU2-3,,
31810,CRBU 1,,
31812,CRESTA,,
31814,FORBSTWN,,
31818,PIT 1 U1,,
31820,BCKS CRK,,
31822,GERBER F,,
31824,VOLTA1-2,,
31826,SOUTH G,,
31828,KILRC1-2,,
31830,HAMIL.BR,,
31832,SLY.CR.,,
31834,KELLYRDG,,
31836,TOAD TWN,,
31838,CNTRVL12,,
31840,BLCKBUTT,,
31842,CSC HYDR,,
31846,COVERDLS,,
31847,ROARMONG,,
31848,ROARING,,
31850,CEDR FL+,,
31852,WEBR FL+,,
31854,OLSEN +4,,
31855,TKO,,
31856,COWCRK,,
31862,DEADWOOD,,
31868,HATLOST+,,
31870,FORKBUTT,,
31872,CLOVER,,
31874,SPI-BURN,,
31884,PAC.ENGY,,
31888,OROVLENRG,,
31890,PO POWER,,
31892,PE.WWOOD,,
31894,COLLINSPINE,,
31896,SPIQUINCY,,
31898,DE SABLA,,
31900,GRIZZLYG,,
31902,HAT CRK1,,
31904,HAT CRK2,,
31906,COLEMAN,,
31908,INSKIP,,
31914,HRIDGEGT,,
31923,COLUSAPPCTG1,,
31924,COLUSAPPCTG2,,
31925,COLUSAPPSTG1,,
31926,LPSPI1,,
31950,CORTINA,39.120887,-122.224237
31951,CORT_D,,
31952,PUTH CRK,,
31953,AMEGTAP,38.40804,-121.95373
31954,AMERIGAS,,
31956,CORDELLT,38.205094,-122.122823
31958,CORDELIA,,
31960,MOBILCHE,,
31961,WDLND_BM,38.691206,-121.737461
31962,WOODLANDTP,38.678779,-121.760192
31963,KNIGHTLD,,
31964,KNIGHT2,38.80929,-121.745295
31965,KNIGHT1,38.80929,-121.745295
31966,WODLNDJ1,38.804171,-121.755469
31968,WODLNDJ2,38.804171,-121.755469
31970,WOODLD,,
31971,ZAMORA1,38.750176,-121.858568
31972,ZAMORA,,
31973,ZAMORA2,38.750176,-121.858568
31974,MADISON,,
31976,POST,,
31978,DPWT_TP2,38.5839,-121.561587
31980,DPWTR_TP,38.5839,-121.561587
31981,HOWARDJCT1,,
31982,HOWARDJCT2,,
31983,HOWARDJCT3,,
31984,BRIGHTN,38.548373,-121.408228
31986,W.SCRMNO,,
31988,DEEPWATR,,
31989,BRKR SLG,,
31990,DAVIS,,
31991,BRKR TP,38.295717,-121.807489
31992,VACA-DIX,,
31993,BRKRJCT,38.464272,-121.657305
31994,GRAND IS,,
31995,HALE,,
31996,HALE J1,38.236618,-122.097124
31997,SCHMLBCH,,
31998,VACA-DIX,,
31999,VACA-CB,38.402668,-121.921253
32000,VACAVLL1,,
32001,UCD_TP2,38.545486,-121.734507
32002,VACAVLL2,,
32004,VCVLLE2J,38.402922,-121.960911
32006,VCVLLE1J,38.402922,-121.960911
32008,SUISUN,,
32009,JAMESN-A,38.205842,-122.14842
32010,JAMESON,,
32011,WEC,38.228638,-122.07574
32012,HALE J2,38.236618,-122.097124
32013,HALE2,,
32018,GOLDHILL,38.65786,-121.137625
32020,JMSN JCT,38.205094,-122.122823
32021,MDSNVDXSW159,38.52271,-121.994563
32022,PUTHCRK1,38.52271,-121.994563
32050,RICE,,
32052,CLSA CRS,,
32053,DELEVAN,,
32054,MAXWELL,,
32055,MAXTAP,,
32056,CORTINA,,
32057,HUSTD,,
32058,HARINTON,,
32059,DUNNTAP,,
32060,ARBUCKLE,,
32061,ARBALT,,
32062,DRAKE,,
32063,ARBJCT,,
32064,WILLIAMS,,
32065,WILL JCT,,
32066,DUNNIGAN,,
32067,WILSONAV,,
32068,COLUSA,,
32070,CLSA JCT,,
32071,MERIDJCT,,
32072,MERIDIAN,,
32073,WESCOT1,,
32074,CORDELIA,,
32075,WESCOT2,,
32076,WILKINS,,
32077,CORD PMP,,
32078,WLKSLJCT,,
32079,DST1001B,,
32080,DIST2047,,
32081,DIST1500,,
32082,PLFLDJCT,,
32083,DIST1001,,
32084,WLLW SLJ,,
32085,WOODJCT,,
32086,KNGHTSLJ,,
32087,KNTJALT,,
32088,VACA-DXN,,
32089,DST1001A,,
32090,WINTERS,,
32091,CRD_INTR,,
32092,PLAINFLD,,
32093,CRD-JCT,,
32094,VACA-JT2,,
32096,VACA-JT1,,
32097,TRAVIS,,
32098,TRAVISJT,,
32099,TRVS_HPT,,
32100,DIXONPGE,,
32101,DIXON-J2,,
32102,CAMPUS,38.529107,-121.751871
32105,DIXON-J1,,
32106,DIXONCAN,,
32107,CACHSTAP,,
32108,CACHSLJ1,,
32109,CACHSLJ2,,
32110,GOLD HLL,,
32112,MAINE-PR,,
32113,BTAV-JCT,,
32116,UCDAVSJ1,38.528308,-121.751756
32150,DG_VADIX,,
32151,VC DX11M,,
32152,VC DX11T,,
32154,WADHAM,,
32155,WADHMJCT,,
32156,WOODLANDBIOM,,
32157,VC DX12T,,
32158,VC DX12M,,
32162,RIV.DLTA,,
32164,CTY FAIR,,
32165,HIGHWINDSC1,,
32166,UC DAVIS,,
32167,HIGHWINDSC2,,
32168,ENXCO,,
32171,HIGWINDS3C1,,
32172,HIGHWINDS,,
32173,LAMBIE,,
32174,GOOSEHGT,,
32175,CREEDGT1,,
32176,SHILOH,,
32177,SHILOH 2,,
32178,MNTEZMA2,,
32179,MONTEZUMA2W,,
32181,SHILOH,,
32182,SHILOH_A,,
32185,WOLFSKIL,,
32187,MONTEZUMAC2,,
32188,HIGWINDS3,,
32189,SHILH 3,,
32190,SHLOH 3,,
32191,SHILOH3,,
32192,SHILOH4C1,,
32193,SHILOH4C2,,
32194,SHILOH4WIND,,
32195,MONTEZUMA2C2,,
32196,GHVNCRDJCT,,
32197,GOOSEHAVEN,,
32198,CREED,,
32200,PEASE,,
32202,E.MRYSVE,,
32204,OLIVHRST,,
32206,BOGUE,,
32208,GLEAF TP,39.05259,-121.692178
32210,GLEAF 1,39.05259,-121.692178
32212,E.NICOLS,,
32214,RIO OSO,38.935725,-121.467628
32218,DRUM,39.256982,-120.766894
32220,DTCH FL1,39.216869,-120.835292
32222,DTCH FL2,39.218432,-120.83506
32224,CHCGO PK,39.177972,-120.890763
32225,BRNSWKTP,39.141165,-121.006832
32226,BRUNSWCK,,
32227,BRNSWALT,,
32228,PLACER,,
32229,HORSHE1,38.744583,-121.161793
32230,HORSESHE,,
32231,HORSHE2,38.744583,-121.161793
32232,HIGGINS,,
32233,NEWCSTL1,38.834892,-121.094871
32234,NEWCSTLE,38.834892,-121.094871
32235,NEWCSTL2,38.834892,-121.094871
32236,FLINT1,38.883727,-121.098333
32237,FLINT,,
32238,BELL PGE,,
32239,FLINT2,38.883727,-121.098333
32242,DRUM  1M,39.256982,-120.766894
32244,BRNSWCKP,39.141165,-121.006832
32246,DRUM  2M,39.256982,-120.766894
32248,ROCKLIN,,
32250,ELDORAD,,
32252,APPLE HL,,
32254,PLCRVLB2,,
32255,PLCRVLT1,38.730918,-120.783965
32256,PLCRVLB3,,
32257,PLCRVLT2,38.754847,-120.76769
32258,DMND SPR,,
32259,DIMOND_2,38.693342,-120.82588
32260,MIZOU_T2,38.694736,-120.824792
32261,MIZOU_T1,38.694736,-120.824792
32262,SHPRING1,38.659417,-120.947578
32263,CLRKSVLE,,
32264,CLRKSVLT,38.655791,-121.059734
32265,SHPRING,,
32266,TAYLOR,,
32267,DIMOND_1,38.693342,-120.82588
32268,SHPRING2,38.659417,-120.947578
32270,PENRYN,,
32272,DEL MAR,,
32274,SIERRAPI,,
32275,CPM TAP,38.646863,-121.070687
32276,CPM,,
32278,SPICAMIN,,
32280,E.MRY J2,39.165029,-121.560221
32286,OLIVH J3,39.092263,-121.543441
32288,E.MRY J1,39.165029,-121.560221
32290,OLIVH J1,39.092263,-121.543441
32292,FREC TAP,39.109099,-121.60911
32300,GLEAF2,,
32301,GLEAF2TP,,
32302,YUBACITY,,
32303,PMHYCJCT,,
32304,YCECJCT,,
32305,CATLETJT,,
32306,CATLETT,,
32307,COLGATEA,,
32308,COLGATE,,
32309,CHLLNGEA,,
32310,NARRWS 1,,
32311,NRRWS1TP,,
32312,NARRWS 2,,
32313,NRRWS2TP,,
32314,SMRTSVLE,,
32315,SMRTVLE1,,
32316,YUBAGOLD,,
32317,SMRTVLLE,,
32318,BRWNS VY,,
32319,YCEC,,
32320,MRYSVLLE,,
32322,ENCINAL,,
32324,HARTER,,
32325,E.MRYSVE,,
32326,ENCL TAP,,
32328,YBA CTYJ,,
32332,PEASE,,
32333,PEASETP,,
32334,LIVE OAK,,
32336,ALMENDRA,,
32338,BARRY,,
32340,TUDOR,,
32341,BEALE1J1,,
32342,E.NICOLS,,
32344,PLUMAS,,
32345,BEALE1J2,,
32346,BEALE_1,,
32347,BEALE_2,,
32348,BEALE2J2,,
32349,BEALE2J1,,
32350,WHEATLND,,
32351,WHTLNDAL,,
32352,WEST JCT,,
32353,WHTLND1,,
32354,CMP FRWT,,
32356,LINCLN,,
32358,CLMBA HL,,
32360,PIKE CTY,,
32362,ALLEGHNY,,
32363,CISCOTAP,,
32364,GRSS VLY,,
32365,TAMARACK,,
32366,CISCO GR,,
32367,CPEHRNTP,,
32368,CAPEHORN,,
32369,COLFAXJT,,
32370,ENVRO_HY,,
32372,SPAULDNG,,
32374,DRUM,,
32376,BONNIE N,,
32377,ROLLNSTP,,
32378,ROLLINS,,
32380,WEMR SWS,,
32381,SHADYGLN,,
32382,FORST HL,,
32384,OXBOW,,
32386,MDDLE FK,,
32388,FRNCH MS,,
32390,HALSEY,,
32392,AUBURN,,
32394,PLACER,,
32396,LIMESTNE,,
32398,ULTRA JT,38.831334,-121.307624
32400,SPI-LINC,38.903386,-121.309488
32402,ULTR-RCK,38.831986,-121.314391
32404,SPI  JCT,38.903276,-121.302868
32406,BOWMN PH,,
32407,BOWMN TP,,
32408,PLSNT GR,,
32410,MTN_QJCT,,
32411,MTN_QUAR,,
32412,ATLANTIC,38.764156,-121.264188
32413,ATLANTI,,
32416,HAYPRESS,,
32429,DEERCRK1,,
32450,COLGATE1,,
32451,FREC,,
32452,COLGATE2,,
32454,DRUM 5,,
32456,MIDLFORK,,
32458,RALSTON,,
32460,NEWCSTLE,,
32462,CHI.PARK,,
32464,DTCHFLT1,,
32466,NARROWS1,,
32468,NARROWS2,,
32470,CMP.FARW,,
32472,SPAULDG,,
32474,DEER CRK,,
32476,ROLLINSF,,
32478,HALSEY F,,
32480,BOWMAN,,
32481,APLHTAP2,38.758331,-120.68329
32482,APLHTAP1,38.758331,-120.68329
32484,OXBOW  F,,
32486,HELLHOLE,,
32488,HAYPRES+,,
32490,GRNLF1CT,,
32491,GRNLF1ST,,
32492,GRNLEAF2,,
32494,YUBA CTY,,
32496,YCEC,,
32498,SPILINCF,,
32500,ULTR RCK,,
32502,DTCHFLT2,,
32504,DRUM 1-2,,
32506,DRUM 3-4,,
32508,FRNCH MD,,
32510,CHILIBAR,,
32512,WISE,,
32513,ELDRADO1,,
32514,ELDRADO2,,
32549,SILVRDJ2,38.500112,-122.459602
32550,SILVERDO,,
32551,SILVRDJ1,38.500112,-122.459602
32553,MNTCLOJ2,38.508827,-122.214483
32554,MONTCLLO,,
32555,MNTCLOJ1,38.508827,-122.214483
32559,MTCLPHJ2,38.517213,-122.096303
32560,MNTCLOPH,38.513574,-122.104043
32561,MTCLPHJ1,38.517213,-122.096303
32562,PUEBLOJT,38.501673,-122.467286
32564,PUEBLO,,
32568,IGNACIO,,
32570,LS GLLNS,,
32574,SAN RAFL,,
32576,SKGGS J1,38.152944,-122.381086
32578,SKGGS J2,38.152944,-122.381086
32580,SKAGGS,,
32586,HGHWY J2,38.166593,-122.253743
32588,HGHWY J1,38.166593,-122.253743
32590,HIGHWAY,,
32593,JCPMPJCT,38.199008,-122.158388
32595,JMSCNPMP,38.198085,-122.155294
32598,NTWR ALT,38.066267,-122.196744
32600,MEYERS,,
32602,NRTH TWR,,
32604,MREIS JC,38.07711,-122.222053
32606,CARQUINZ,,
32608,CRQNZTP2,38.091168,-122.248795
32612,CRQNZTP1,38.091168,-122.248795
32614,MEYERTP1,38.098527,-122.249742
32616,MEYERTP2,38.098527,-122.249742
32618,NTWRJCT1,38.066267,-122.196744
32620,NTWRJCT2,38.066267,-122.196744
32650,ST.HELNA,,
32652,CALISTGA,,
32654,TULUCAY,,
32655,TULCAY1,,
32656,NAPA,,
32658,BASALT,,
32660,BSLT TAP,,
32662,TULCY JT,,
32664,IGNACO A,,
32665,NVTO JCT,,
32666,IGNACO B,,
32667,IG JCT,,
32668,NOVATO,,
32669,STAF_JCT,,
32670,STAFFORD,,
32671,BOLINAS,,
32672,OLEMA,,
32673,TOCA_JCT,,
32674,WOODACRE,,
32675,TOCALOMA,,
32676,TWR2_20,,
32677,TWR2_19,,
32678,SAN_RFLJ,,
32680,GREENBRE,,
32682,ALTO,,
32684,ALTOJT1,,
32686,ALTOJT2,,
32688,SAUSALTO,,
32700,MONTICLO,,
32740,HILLSIDE,37.876283,-122.245904
32741,HILLSIDE_12,,
32748,PP STEEL,,
32750,PPSTLTAP,37.99609,-122.348426
32754,OLEUM,38.044861,-122.257707
32756,CHRISTIE,38.002902,-122.208292
32758,SAN PBLO,,
32760,PT PINLE,,
32762,STD. OIL,,
32764,VALLY VW,,
32765,ELCRTJ1,37.916642,-122.300815
32766,EL CRRTO,,
32767,ELCRTJ2,37.916642,-122.300815
32768,RICHMOND,,
32770,GRIZZLY2,,
32774,PTPNLTAP,37.99609,-122.348426
32775,PTPNLT2,37.99609,-122.348426
32778,MRTNZJCT,38.015243,-122.11655
32780,CLARMNT,,
32782,STATIN D,,
32786,OAK C115,,
32788,STATIN L,,
32790,STATIN X,,
32792,STATIN J,,
32793,SCHNITZ,,
32794,MARITIME,,
32802,VLYVWTP1,37.966083,-122.278611
32804,VLYVWTP2,37.966083,-122.278611
32806,SNPBLTP1,37.985266,-122.336865
32808,SNPBLTP2,37.985266,-122.336865
32810,EDES,,
32812,EDS GRNT,37.739239,-122.194231
32814,EDESTAP1,37.739239,-122.194231
32849,CON25,,
32850,UNIN CHM,,
32852,CHRISTIE,,
32854,PRT CSTA,,
32856,FRANKLIN,,
32858,SEQUOIA,,
32860,FRKLNALT,,
32900,CRCKTCOG,,
32901,OAKLND 1,,
32902,OAKLND 2,,
32903,OAKLND 3,,
32904,OAKLND23,37.797789,-122.281009
32908,OAK C12,,
32910,UNOCAL,,
32911,UNOCAL2,38.053605,-122.234832
32920,UNION CH,,
32921,ChevGen1,,
32922,ChevGen2,,
32923,ChevGen3,,
32950,PITSBURG,38.038973,-121.898296
32951,KIRKER,,
32953,UNITEDSP,,
32954,DOW TAP1,38.028374,-121.856674
32955,DOW TAP2,38.028374,-121.856674
32957,PRAXAIR,,
32958,CLMBIAPV,38.026129,-121.867271
32960,CLMBIAHS,38.016888,-121.861686
32961,CLMBATAP,38.026129,-121.867271
32970,CLAYTN,,
32971,MEDW LNE,,
32972,EBMUDGRY,,
32973,LAKEWD-C,,
32974,LAKEWD-M,,
32975,WALNUTCR,,
32976,LK_REACT,37.909308,-122.058033
32978,LMEC,,
32990,MARTNZ D,,
32991,MARTNZ E,38.015243,-122.11655
32992,BOLLMAN2,38.012789,-122.042914
32993,W.P.BART,,
32994,BOLLMAN,,
32996,SHELLJ1,38.016312,-122.116502
32997,SHELLJ2,38.016312,-122.116502
33000,CC SUB,,
33001,DOMTAR,,
33002,CROWN Z,38.011851,-121.781478
33006,GRIZLYJ1,37.904318,-122.209455
33008,GRIZLYJ2,37.904318,-122.209455
33010,SOBRANTE,,
33011,ALHAMBRA,,
33012,EST PRTL,,
33014,ALHAMTP1,37.99391,-122.130201
33016,ALHAMTP2,37.99391,-122.130201
33020,MORAGA,,
33030,COLSTJT1,38.026129,-121.867271
33031,COLSTJT2,38.026129,-121.867271
33032,KIRKTAP1,38.021192,-121.906243
33033,KIRKTAP2,38.021192,-121.906243
33035,LKWD_JCT,37.909308,-122.058033
33036,LINDETP1,38.028006,-121.852144
33037,LINDETP2,38.028006,-121.852144
33038,LINDEJCT,38.028006,-121.852144
