plant_code,plant_code_unique,plant_name,generator_id,state,county,ba,nerc_region,azimuth,tilt,system_capacity,module_type,array_type,lat,lon,losses
61118,61118,Bakersfield Industrial PV 1,BIND1,CA,Kern,CISO,WECC,180,20,1000,0,0,35.330032,-118.993119,14
61119,61119,Quichapa 1,W5519,UT,Iron,PACE,WECC,170,59,3000,0,2,37.658223,-113.216679,14
61120,61120,Quichapa 2,W5520,UT,Iron,PACE,WECC,170,59,3000,0,2,37.666772,-113.188953,14
61121,61121,Quichapa 3,W5521,UT,Iron,PACE,WECC,170,59,3000,0,2,37.649816,-113.236928,14
61124,61124,Elizabeth Mines Solar 1,EMS1,VT,Orange,ISNE,NPCC,180,21,5000,0,0,43.823611,-72.33111,14
61125,61125,Nebraska Valley Solar Farm,NVSF,VT,Lamoille,ISNE,NPCC,190,20,1000,0,0,44.46234,-72.770856,14
61126,61126,Bedford Solar,12346,VA,Bedford,PJM,RFC,180,37.335046,3000,0,2,37.335046,-79.480995,14
61127,61127,Gamble Solar,12348,NC,Rutherford,DUK,SERC,0,20,3000,0,0,35.348375,-81.817362,14
61128,61128,Salisbury Solar,12349,NC,Rowan,DUK,SERC,180,20,3800,0,0,35.632585,-80.422626,14
61129,61129,Wadesboro Solar,12347,NC,Anson,CPLE,SERC,180,20,5000,0,0,34.973863,-80.028987,14
61131,61131,Tolson Solar,12345,NC,Edgecombe,PJM,SERC,180,35.829572,3000,0,2,35.829572,-77.615869,14
61134,61134,Phelps 158 Solar Farm,15800,NC,Northampton,PJM,SERC,180,36.442636,5000,0,2,36.442636,-77.161514,14
61135,61135,Lebanon Solar Farm (MO),LSF1,MO,Laclede,SWPP,SERC,180,25,2500,0,0,37.667831,-92.670628,14
61138,61138,Armstrong Solar,0000A,MN,Pope,MISO,MRO,180,25,3000,0,0,45.642252,-95.35635,14
61139,61139,Marmas Solar CSG,"MARM2,MARM3,MARM4,MARM5",MN,Sherburne,MISO,MRO,180,30,4000,2,0,45.556056,-94.117112,14
61140,61140,"CF Novel Solar CSG Gardens Two, LLC",0000D,MN,Faribault,MISO,MRO,180,20,1800,2,0,43.845905,-93.83675,14
61141,61141,"CF Novel Solar CSG Gardens Eleven, LLC",0000F,MN,Blue Earth,MISO,MRO,180,20,3000,2,0,44.24,-93.96,14
61142,61142,WasecaSun,"0000H,WASE2,WASE3,WASE4,WASE5",MN,Waseca,MISO,MRO,180,30,7400,0,0,44.051448,-93.386458,14
61152,61152,Intel Folsom Phase 3,PV1,CA,Sacramento,BANC,WECC,272,5,5200,0,2,38.645961,-121.162623,14
61156,61156,St. Pauls Solar 2,STPAU,NC,Robeson,DUK,SERC,180,20,5000,0,0,34.7691,-78.981,14
61157,61157,Boaz Farm Solar,BOAZF,NC,Lee,DUK,SERC,180,20,5000,0,0,35.46777,-79.13444,14
61158,61158,Bizzell Church Solar 2,BIZZE,NC,Johnston,DUK,SERC,180,20,5000,0,0,35.544405,-78.177204,14
61160,61160,MILL SOLAR 1,MILL1,NC,Iredell,DUK,SERC,45,5,1400,0,0,35.575,-80.821,14
61162,61162,RB Manufacturing LLC Belle Mead NJ,RBBM,NJ,Somerset,PJM,RFC,197.6,5,1500,0,0,40.483601,-74.650123,14
61163,61163,Onset East Community Solar Facility,ONSE,MA,Plymouth,ISNE,NPCC,180,25,1000,0,0,41.757027,-70.653675,14
61164,61164,Onset West Community Solar Facility,ONSW,MA,Plymouth,ISNE,NPCC,180,25,1000,0,0,41.757027,-70.653675,14
61165,61165,Columbus Solar Project,88029,NM,Luna,PNM,WECC,180,52,1900,0,2,31.86673,-107.587513,14
61173,61173,IKEA Miami 327,PV,FL,Miami Dade,FPL,SERC,180,12,1000,0,0,25.7915,-80.3838,14
61174,61174,Taurus Community Solar,"ETCS1,ETCS2,ETCS3,ETCS4",MN,Chippewa,MISO,MRO,90,44.95028,3600,2,2,44.95028,-95.691471,14
61175,61175,Pegasus Community Solar,"CPCS1,CPCS2",MN,Stearns,MISO,MRO,185,35,2000,2,0,45.495453,-95.124682,14
61176,61176,Antares Community Solar,"FACS1,FACS2,FACS3",MN,Lyon,MISO,MRO,90,44.226179,3000,2,2,44.226179,-95.623804,14
61177,61177,Corvus Community Solar,"GCCS1,GCCS2,GCCS3,GCCS4,GCCS5",MN,Blue Earth,MISO,MRO,180,35,4500,2,0,44.191352,-93.944002,14
61178,61178,Capella Community Solar,"HCCS1,HCCS2,HCCS3,HCCS4,HCCS5",MN,Pipestone,MISO,MRO,185,35,4500,2,0,44.0901,-96.161204,14
61179,61179,Carina Community Solar,"JCCS1,JCCS2,JCCS3,JCCS4",MN,Wabasha,MISO,MRO,180,35,3600,2,0,44.164677,-92.241187,14
61182,61182,Lyra Community Solar,"RLCS1,RLCS2,RLCS3",MN,Le Sueur,MISO,MRO,180,35,2700,2,0,44.240346,-93.585787,14
61183,61183,Argo Navis Community Solar,"UACS1,UACS2,UACS3",MN,Washington,MISO,MRO,180,35,2700,2,0,45.255245,-92.772284,14
61185,61185,Pfeffers,SO147,MD,Baltimore,PJM,RFC,180,25,1000,0,2,39.42757,-76.393562,14
61187,61187,Century Drive Solar Farm,CENT1,NC,Wake,CPLE,SERC,180,20,1000,0,0,35.837841,-78.6689,14
61192,61192,IKEA Joliet Rooftop PV System,PV,IL,Will,PJM,RFC,180,10,2000,0,0,41.48,-88.07,14
61193,61193,IKEA Las Vegas 462,PV,NV,Clark,NEVP,WECC,180,10,1000,0,0,36.068926,-115.280825,14
61194,61194,"Barker Solar, LLC",BARK,NC,Robeson,CPLE,SERC,180,20,5000,0,0,34.635599,-78.928657,14
61195,61195,"231 Dixon 74 Solar I, LLC",DIXON,NC,Cleveland,CPLE,SERC,180,20,2000,0,0,35.244125,-81.430385,14
61196,61196,"Mill Pond Solar Farm, LLC",MILLL,NC,Columbus,CPLE,SERC,180,20,5000,0,0,34.307121,-78.701463,14
61198,61198,Merck - Upper Gwynedd Solar Array,SA-1,PA,Montgomery,PJM,WECC,225,10,1500,0,0,40.215399,-75.28309,14
61199,61199,T0588 Phoenix - AZ,PV1,AZ,Maricopa,SRP,WECC,180,10,1200,0,0,33.447225,-112.217664,14
61200,61200,"OR Solar 2, LLC",ORSR2,OR,Jackson,PACW,WECC,180,60,10000,0,2,42.542084,-122.781338,14
61201,61201,"OR Solar 3, LLC",ORSR3,OR,Klamath,PACW,WECC,0,0,10000,0,2,42.022336,-121.418873,14
61202,61202,Mount Signal Solar Farm V,MTSG3,CA,Imperial,CISO,WECC,180,32.678805,252300,2,2,32.678805,-115.56721,14
61203,61203,"Lahr 1, LLC",PV1,MN,Stearns,MISO,MRO,180,10,5000,0,0,45.431189,-94.426041,14
61205,61205,Bandera Electric Coop PV,PV1,TX,Real,ERCO,TRE,180,29.681032,1500,0,2,29.681032,-99.762212,14
61206,61206,Onyx - Allen Harim,10021,DE,Sussex,PJM,RFC,180,25,1200,0,0,38.717509,-75.288789,14
61208,61208,Gulfport Naval Base CSG PV System,PV1,MS,Harrison,SOCO,SERC,135,15,3500,0,2,30.379866,-89.119233,14
61209,61209,Sacramento Regional County Sanitation PV,PV1,CA,Sacramento,BANC,WECC,0,0,3500,0,2,38.448604,-121.46369,14
61210,61210,Finger Lakes Solar I,FLS1,NY,Ontario,NYIS,NPCC,180,25,1900,0,0,42.814025,-77.045631,14
61211,61211,IKEA Memphis 508,PV,TN,Shelby,TVA,SERC,180,12,1100,0,0,35.189991,-89.799302,14
61215,61215,Green Beanworks C PV,GBWXC,CA,Los Angeles,CISO,WECC,180,34.597,3000,0,2,34.597,-117.931,14
61216,61216,Green Beanworks D PV,GBWXD,CA,Los Angeles,CISO,WECC,180,0,3000,0,2,34.654976,-118.08215,14
61218,61218,"Broadridge Solar, LLC",BROAD,NC,Robeson,CPLE,SERC,180,20,5000,0,0,34.522942,-78.957206,14
61219,61219,"Kelly Solar, LLC",KELLY,NC,Vance,CPLE,SERC,180,20,5000,0,0,36.391194,-78.449024,14
61220,61220,"Spencer Farm, LLC",1,NC,Rowan,DUK,SERC,190,20,5000,2,0,35.712886,-80.407853,14
61223,61223,Chillicothe Solar Farm,CHSF1,MO,Livingston,SWPP,SERC,180,25,2500,0,0,39.788769,-93.536833,14
61224,61224,"350 Clark Solar, NG, LLC",5400,NJ,Morris,PJM,NPCC,180,25,1800,0,0,40.894197,-74.730162000000007,14
61237,61237,"433 Purchase Solar NG, LLC",5402,MA,Bristol,ISNE,NPCC,180,25,2500,0,0,41.809353,-71.192244,14
61243,61243,Old Wardour Solar,5406,MA,Worcester,ISNE,NPCC,180,25,5500,0,0,42.237578,-72.037453,14
61244,61244,Shuman Solar,5404,MA,Norfolk,ISNE,NPCC,180,25,2200,0,0,42.114918,-71.066039,14
61245,61245,Vuelta Solar,5405,MA,Worcester,ISNE,NPCC,180,25,5500,0,0,42.237578,-72.037453,14
61246,61246,ACE-Stanton PV,ASLF1,FL,Orange,FMPP,SERC,180,10,4800,0,0,28.47735,-81.18036,14
61247,61247,ACE-Stanton A PV,ASA1,FL,Orange,FMPP,SERC,180,10,4100,0,0,28.48455,-81.17411,14
61248,61248,Glopak Solar PV Power Plant,"INV1R,INV2G",NJ,Middlesex,PJM,RFC,180,40.575378,1000,0,0,40.575378,-74.39281,14
61249,61249,Westmont 300A,W5531,CA,Los Angeles,LDWP,WECC,180,10,2900,0,0,33.766067,-118.288925,14
61250,61250,USPS PV,USPS1,CA,Los Angeles,CISO,WECC,225,10,7400,0,0,33.977922,-118.2587,14
61255,61255,"Haywood Farm Solar, LLC",HAY02,NC,Montgomery,CPLE,SERC,180,25,4900,0,2,35.343,-79.915,14
61256,61256,"Hood Farm Solar, LLC",HOF05,NC,Jones,CPLE,SERC,180,20,4900,0,0,35.205,-77.497,14
61257,61257,"ZV Solar 2, LLC",ZV204,NC,Robeson,CPLE,SERC,180,20,4900,0,0,34.816,-79.2,14
61258,61258,"Innovative Solar 35, LLC",ISS35,NC,Duplin,CPLE,SERC,180,25,1900,0,0,35.046,-77.825,14
61259,61259,"Innovative Solar 59, LLC",ISS59,NC,Nash,CPLE,SERC,180,25,1900,0,0,36.094719,-77.97928,14
61260,61260,"Innovative Solar 60, LLC",ISS60,NC,Nash,DUK,SERC,180,25,1900,0,0,36.091,-77.992,14
61262,61262,Stuttgart Solar,STGRT,AR,Arkansas,MISO,SERC,180,14,81000,0,0,34.439722,-91.44,14
61264,61264,Antelope Expansion 2,ANTX2,CA,Los Angeles,CISO,WECC,180,0,105000,0,2,34.744977,-118.309153,14
61265,61265,Antelope DSR 3,ADSR3,CA,Los Angeles,CISO,WECC,0,0,20000,0,2,34.736859,-118.304071,14
61268,61268,Kayenta Solar Project,"PV1,PV2",AZ,Navajo,WALC,WECC,90,50,55300,0,2,36.771944,-110.263889,14
61271,61271,Biltmore Solar Fields,18950,NC,Buncombe,CPLW,SERC,180,30,1500,0,0,35.561156,-82.58844,14
61272,61272,Gray Hawk Solar,GHS,AZ,Mohave,TEPC,WECC,0,0,55000,0,2,35.3635,-113.8978,14
61274,61274,Wilson Solar Farm 1,WISL1,NC,Wilson,CPLE,SERC,180,20,3400,0,0,35.7,-77.9,14
61275,61275,Wilson Solar Farm 2,WILS2,NC,Wilson,CPLE,SERC,180,20,5000,0,0,35.683,-78.016,14
61276,61276,Wilson Solar Farm 3,WILS3,NC,Wilson,CPLE,SERC,180,20,10000,0,0,35.78,-78,14
61277,61277,Wilson Solar Farm 4,WILS4,NC,Wilson,CPLE,SERC,180,20,10000,0,0,35.7,-78,14
61278,61278,Wilson Solar Farm 5,WILS5,NC,Wilson,CPLE,SERC,180,20,10000,0,0,35.68,-77.87,14
61279,61279,Wilson Solar Farm 6,WILS6,NC,Wilson,CPLE,SERC,180,20,10000,0,0,35.68,-77.87,14
61280,61280,Wilson Solar Farm 7,WILS7,NC,Wilson,CPLE,SERC,180,20,10000,0,0,35.75,-78,14
61281,61281,Bear Creek Solar Center,BCRSC,OR,Deschutes,PACW,WECC,180,44.060814,10000,0,2,44.060814,-121.237203,14
61283,61283,"Bladenboro Solar, LLC",GEN1,NC,Bladen,CPLE,SERC,180,20,4800,0,0,34.547761,-78.817652,14
61284,61284,"Lux Solar, LLC",GEN1,NC,Cleveland,DUK,SERC,180,20,2000,0,0,35.241145,-81.429433,14
61287,61287,"Sun Farm V, LLC",SF5PV,NC,Perquimans,PJM,SERC,180,20,5000,0,0,36.160629,-76.489357,14
61288,61288,"Roxboro Solar Farm, LLC",GEN1,NC,Granville,CPLE,SERC,180,20,5000,0,0,36.326821,-78.622242,14
61289,61289,"River Bend Solar, LLC",RBSMT,MT,Stillwater,NWMT,WECC,90,45,2000,0,2,45.703779,-109.565219,14
61290,61290,"South Mills Solar, LLC",SMSMT,MT,Big Horn,NWMT,WECC,90,45,3000,0,2,45.730113,-107.632624,14
61291,61291,"Green Meadow Solar, LLC",GMSMT,MT,Lewis and Clark,NWMT,WECC,90,45,3000,0,2,46.694488,-112.063623,14
61292,61292,Jackson Solar Farm,JAKSN,NC,Wilson,CPLE,SERC,180,20,10000,0,0,35.75,-77.83,14
61294,61294,Farley Road Community Solar,02419,MA,Worcester,ISNE,NPCC,180,25,1900,0,0,42.1,-72,14
61295,61295,Belchertown Renewables Community Solar,02675,MA,Hampshire,ISNE,NPCC,180,20,4000,0,0,42.3,-72.3,14
61296,61296,Theodore Drive Community Solar,02529,MA,Worcester,ISNE,NPCC,2,25,1500,0,0,42.5,-71.8,14
61297,61297,Upton Community Solar,02567,MA,Worcester,ISNE,NPCC,170,26.5,2000,0,0,42.1,-71.7,14
61298,61298,Pleasantdale Road Community Solar,02112,MA,Worcester,ISNE,NPCC,187,20,1000,0,0,42.322246,-71.987015,14
61299,61299,Hatfield Renewables Community Solar,02599,MA,Hampshire,ISNE,NPCC,180,30,1900,0,0,42.3,-72.7,14
61307,61307,Peterson Road Solar,02076,MA,Hampden,ISNE,NPCC,175,30,2500,0,0,42.1,-72.3,14
61308,61308,Sampson Road Community Solar,02696,MA,Worcester,ISNE,NPCC,185,25.5,2000,0,0,42.1,-72,14
61309,61309,IKEA Grand Prairie Rooftop PV System,PV1,TX,Dallas,ERCO,TRE,180,10,1200,0,0,32.82,-97.05,14
61310,61310,Crittenden Solar Facility,PV1,KY,Grant,PJM,SERC,180,25,2700,0,0,38.751822,-84.613255,14
61311,61311,Walton 1 Solar Facility,PV1,KY,Kenton,PJM,SERC,180,25,2000,0,0,38.85018,-84.592263,14
61312,61312,Walton 2 Solar Facility,PV1,KY,Kenton,PJM,SERC,180,25,2000,0,0,38.85018,-84.592263,14
61313,61313,BPU Solar Farm,BPU1,KS,Wyandotte,SWPP,MRO,180,25,1000,0,0,39.166436,-94.696892,14
61314,61314,SR Kersey,KERS,CO,Weld,WACM,WECC,180,45,3500,2,2,40.386197,-104.55095,14
61315,61315,Golden Hills Solar,02196,MA,Worcester,ISNE,NPCC,177,27,4700,0,0,42.4,-72,14
61316,61316,Higginsville Solar Farm,HSF1,MO,Lafayette,SWPP,MRO,180,25,2500,0,0,39.002139,-93.726825,14
61319,61319,Port of LA Solar FiT Project,W4885,CA,Los Angeles,LDWP,WECC,168,10,1100,0,0,33.727977,-118.280032,14
61323,61323,Saluda Solar II,PGRB5,SC,Saluda,SCEG,SERC,180,60,3400,0,2,34.011,-81.739,14
61324,61324,Odyssey Solar,PGRB4,SC,Lexington,SCEG,SERC,180,60,8200,0,2,33.79,-81.266,14
61325,61325,Hampton Solar I,PGRB3,SC,Hampton,SCEG,SERC,90,60,6800,0,2,32.879,-81.133,14
61326,61326,Cameron Solar II,PGRB2,SC,Calhoun,SCEG,SERC,180,60,4100,0,2,33.567,-80.699,14
61327,61327,Barnwell Solar,PGRB1,SC,Barnwell,SCEG,SERC,180,60,5400,0,2,33.237,-81.351,14
61328,61328,Crater Community Solar,"TCCS1,TCCS2,TCCS3",MN,Chippewa,MISO,MRO,185,35,3000,2,0,44.798733,-95.508331,14
61329,61329,Delphinus Community Solar,"QDCS1,QDCS2",MN,Benton,MISO,MRO,180,35,2000,2,0,45.618565,-94.088758,14
61332,61332,SR Innovation - NIKE PV,NIKE2,TN,Shelby,TVA,SERC,0,35.300066,1700,0,2,35.300066,-89.962991,14
61333,61333,Oak Hill Solar Array,OHSA1,IN,Vanderburgh,MISO,RFC,181,25,2000,0,0,37.99,-87.53,14
61334,61334,Volkman Road Solar Array Hybrid,VRSA1,IN,Vanderburgh,MISO,RFC,180,25,2000,0,0,38.1492,-87.548212,14
61335,61335,"Great Divide Solar, LLC",GDSMT,MT,Lewis and Clark,NWMT,WECC,90,45,3000,0,2,46.805739,-112.249048,14
61336,61336,"Black Eagle Solar, LLC",BESMT,MT,Cascade,NWMT,WECC,90,45,3000,0,2,47.547466,-111.253974,14
61337,61337,"Magpie Solar, LLC",MSMT,MT,Golden Valley,NWMT,WECC,90,45,3000,0,2,46.291439,-108.937935,14
61338,61338,Mill Creek Solar (OR),PGRC1,OR,Yamhill,PGE,WECC,180,15,2200,0,0,45.16964,-123.13633,14
61339,61339,Green Beanworks B PV,GBWXB,CA,Los Angeles,CISO,WECC,180,34.688042,3000,0,2,34.688042,-117.989541,14
61340,61340,Next Generation Solar Farm,NGSF1,VT,Addison,ISNE,NPCC,180,20,2200,0,0,44.084824,-73.226647,14
61341,61341,Grafton PV,MSBW1,MA,Worcester,ISNE,NPCC,180,20,2700,0,0,42.225504,-71.662614,14
61342,61342,Barrett PV,MSBW2,MA,Worcester,ISNE,NPCC,180,25,11900,0,0,42.162207,-71.864455,14
61345,61345,WyEast Solar,PV1,OR,Sherman,AVRN,WECC,180,45.5846,10000,0,2,45.5846,-120.59994,14
61347,61347,Long Henry Solar,GEN1,NC,Wayne,CPLE,SERC,180,20,2000,0,0,35.195302,-77.895125,14
61348,61348,Westmont 400A,W5691,CA,Los Angeles,LDWP,WECC,180,10,2300,0,0,33.764227,-118.288925,14
61349,61349,Westmont 400B,W5694,CA,Los Angeles,LDWP,WECC,180,10,2200,0,0,33.764227,-118.284733,14
61350,61350,MDFA Devens-Saratoga,SO145,MA,Worcester,ISNE,NPCC,176,12,2500,0,2,42.544134,-71.598813,14
61351,61351,Bear Creek Solar,GEN1,NC,Chatham,CPLE,SERC,180,20,2000,2,0,35.540344,-79.449053,14
61352,61352,Bondi Solar,GEN1,NC,Jones,CPLE,SERC,180,20,5000,0,0,35.134054,-77.53849,14
61353,61353,Mount Signal Solar Farm II,IVS2,CA,Imperial,CISO,WECC,0,0,153500,0,2,32.6685,-115.6292,14
61354,61354,Princeton Solar Project,STONY,NJ,Mercer,PJM,RFC,180,25,2500,0,0,40.379736,-74.625694,14
61358,61358,IGS Solar I - BWI5,BWI5,MD,Baltimore,PJM,RFC,177,10,1100,0,0,39.27,-76.548,14
61359,61359,IGS Solar I - EWR5,EWR5,NJ,Middlesex,PJM,RFC,197,10,1900,0,0,40.582,-74.255,14
61360,61360,IGS Solar I - EWR6,EWR6,NJ,Middlesex,PJM,RFC,196,10,1900,0,0,40.583,-74.257,14
61363,61363,Equuleus Community Solar Gardens,"CSG1,CSG2,CSG3,CSG4,CSG5",MN,Dakota,MISO,MRO,180,34,5000,0,0,44.726098,-93.022687,14
61367,61367,Smith & Wesson at Springfield MA PV,PV1,MA,Hampden,ISNE,NPCC,110.3,10,1900,0,0,42.13794,-72.5509,14
61368,61368,Midway Solar - TX,PV1,TX,Pecos,ERCO,TRE,0,30.995503,182000,0,2,30.995503,-102.223537,14
61369,61369,Sweetwater Solar,PV1,WY,Sweetwater,PACE,WECC,180,41.629056,92000,0,2,41.629056,-109.683472,14
61370,61370,Walnut Springs Solar,GEN1,TX,Bosque,ERCO,TRE,180,20,5000,2,0,32.07868,-97.768464,14
61371,61371,Centaurus Solar - MA,ASH24,MA,Middlesex,ISNE,NPCC,168,20,2400,0,0,42.253,-71.426,14
61373,61373,Kearsarge Bellingham PV,BELL,MA,Norfolk,ISNE,NPCC,180,20,2900,0,0,42.071176,-71.458562,14
61374,61374,Hecate Energy Clarke County LLC,PV1,VA,Clarke,PJM,SERC,180,60,10000,0,2,39.06485,-78.138207,14
61375,61375,Hecate Energy Cherrydale LLC,PV1,VA,Northampton,PJM,RFC,180,60,20000,0,2,37.37,-75.917171,14
61376,61376,Cedar Creek PV,CEDR1,NY,Nassau,NYIS,NPCC,171,15,1800,0,0,40.64889,-73.506672,14
61377,61377,Amazon - Patterson PV,PATT1,CA,Stanislaus,BANC,WECC,180,10,2500,0,0,37.468888,-121.166326,14
61379,61379,DodgeSun CSG,"DODG1,DODG2,DODG3,DODG4,DODG5",MN,Dodge,MISO,MRO,180,30,5000,0,0,44.040418,-92.69,14
61380,61380,Johnson Solar CSG,"JOHN1,JOHN2,JOHN3,JOHN4,JOHN5",MN,Pipestone,MISO,MRO,180,30,5000,0,0,43.912138,-96.187032,14
61381,61381,Koppelman Sun CSG,"KOPP1,KOPP2,KOPP3,KOPP4,KOPP5",MN,Blue Earth,MISO,MRO,180,30,5000,0,0,44.182609,-93.876267,14
61382,61382,Lindstrom Solar CSG,"LIND1,LIND2,LIND3",MN,Chisago,MISO,MRO,180,30,3000,2,0,45.319892,-92.796599,14
61383,61383,Rengstorf Solar CSG,"RENG1,RENG2,RENG3,RENG4,RENG5",MN,Nicollet,MISO,MRO,180,30,5000,0,0,44.259504,-94.28907,14
61384,61384,St. Cloud Solar CSG,"STCL1,STCL2,STCL3,STCL4,STCL5",MN,Stearns,MISO,MRO,180,30,5000,0,0,45.477397,-94.121314,14
61388,61388,AEP Jacksonville Solar Project,PV1,FL,Duval,JEA,SERC,180,25,7100,0,2,30.523647,-81.686443,14
61389,61389,Letchworth Solar Project,PV1,NY,Wyoming,NYIS,NPCC,180,28,1200,0,0,42.618969,-78.17952,14
61397,61397,Georgia Power at Jakin GA PV,PV1,GA,Early,SOCO,SERC,180,31.138,1500,0,2,31.138,-85.031,14
61398,61398,Canis Major Solar Farm,S1980,CT,Hartford,ISNE,NPCC,180,25,2000,0,0,42.009,-72.65,14
61399,61399,Ashby Duffy CSG Solar Farm,DU183,MA,Middlesex,ISNE,NPCC,180,25,1800,0,0,42.68,-71.83,14
61403,61403,Deep Branch Farm,1,NC,Robeson,CPLE,SERC,190,20,5000,0,0,34.670842,-79.199375,14
61404,61404,Pikeville Farm,1,NC,Wayne,CPLE,SERC,180,20,5000,0,2,35.478155,-77.979166,14
61405,61405,"Moorings Farm 2, LLC",1,NC,Lenoir,CPLE,SERC,180,20,5000,2,0,35.305747,-77.828889,14
61406,61406,Essex Solar Center,ESSEX,VA,Essex,PJM,SERC,90,37.834094,20000,0,2,37.834094,-76.799967,14
61408,61408,Canis Minor Solar Farm,B1000,CT,Litchfield,ISNE,NPCC,180,20,1000,0,0,41.892997,-72.98595,14
61409,61409,Highway 56 Solar,GEN1,TX,Grayson,ERCO,TRE,180,20,5300,0,0,33.614436,-96.690448,14
61410,61410,Whitesboro Solar,GEN1,TX,Grayson,ERCO,TRE,180,20,5000,0,0,33.616526,-96.868721,14
61411,61411,Whitesboro Solar II,GEN1,TX,Grayson,ERCO,TRE,180,20,5000,0,0,33.624853,-96.867474,14
61412,61412,Latitude Solar Center,LATSC,TN,Hardeman,TVA,SERC,0,0,15000,2,2,35.306387,-89.167539,14
61415,61415,West Boylston Community Shared Solar,CS1,MA,Worcester,ISNE,NPCC,183,28,1500,0,0,42.331362,-71.771135,14
61418,61418,Valencia 1 Solar CA,VAL1,CA,Imperial,IID,WECC,180,20,3000,0,0,33.04358,-115.62779,14
61419,61419,One Ten Partners PV,OTP,CA,Los Angeles,CISO,WECC,0,0,2000,0,2,34.615622,-117.936594,14
61420,61420,Merced 1 PV,MRCD1,CA,Merced,CISO,WECC,180,0,3000,0,2,36.989475,-120.878081,14
61421,61421,Madera 1 PV,MDRA1,CA,Madera,CISO,WECC,180,0,1500,0,2,37.056468,-120.167021,14
61422,61422,"Southampton Solar, LLC",PV1,VA,Southampton,PJM,SERC,180,60,100000,0,2,36.614,-77.166,14
61423,61423,"OR Solar 5, LLC",PV1,OR,Klamath,PACW,WECC,0,0,8000,0,2,42.030332,-121.611565,14
61424,61424,"OR Solar 8, LLC",PV1,OR,Klamath,PACW,WECC,0,0,10000,0,2,42.238888,-121.585833,14
61425,61425,Coyote Ridge Community Solar,COYCS,CO,Larimer,WACM,WECC,90,40.500969,1500,0,2,40.500969,-105.13143,14
61426,61426,Gopher CSG,PV1,MN,Chisago,MISO,MRO,180,10,5000,0,0,45.398562,-92.679157,14
61427,61427,Richmond CSG,PV1,MN,Stearns,MISO,MRO,180,25,5000,0,0,45.458606,-94.513847,14
61428,61428,Taylors Falls CSG,PV1,MN,Chisago,MISO,MRO,180,10,5000,0,0,45.391842,-92.68435,14
61429,61429,Big George PV CSG,12344,MA,Plymouth,ISNE,NPCC,0,0,1000,0,2,41.902312,-70.716128,14
61430,61430,"OR Solar 6, LLC",PV6,OR,Lake,PACW,WECC,0,0,10000,0,2,42.208988,-120.367807,14
61432,61432,SCE&G Curie CSG,SCCU1,SC,Hampton,SCEG,SERC,180,32.89,2000,2,2,32.89,-81.106,14
61433,61433,SCE&G Nimitz CSG,SCNM1,SC,Jasper,SCEG,SERC,180,32.497759,8000,2,2,32.497759,-80.956084,14
61434,61434,SCE&G Springfield CSG,SCSP1,SC,Orangeburg,SCEG,SERC,180,20,6100,2,0,33.491,-81.297,14
61435,61435,DG AMP Solar Coldwater,AMPCW,MI,Branch,MISO,RFC,185,20,1300,0,0,41.934117,-84.997244,14
61436,61436,DG AMP Solar Orrville 3,AMPO3,OH,Wayne,PJM,RFC,180,25,2300,0,0,40.856428,-81.759461,14
61437,61437,DG AMP Solar Versailles,AMPVS,OH,Darke,PJM,RFC,180,25,1800,0,0,40.2207,-84.4978,14
61438,61438,DG AMP Solar Jackson Center,AMPJC,OH,Shelby,PJM,RFC,180,25,1600,0,0,40.444969,-84.047247,14
61439,61439,Panasonic Carport Solar Hybrid,PANPV,CO,Adams,PSCO,WECC,180,7,1300,0,0,39.808719,-104.781494,14
61441,61441,Denver Braswell PV,GPDB1,GA,Colquitt,SOCO,SERC,180,25,1400,0,0,31.3,-83.8,14
61445,61445,Gaskell West 1 Solar Facility,PV1,CA,Kern,CISO,WECC,90,34.832786,20000,0,2,34.832786,-118.563578,14
61450,61450,Farmington Solar Farm,FSF1,MO,St Francois,MISO,SERC,180,25,2500,0,0,37.755333,-90.427736,14
61451,61451,Northfield Holdco CSG,NORTH,MN,Rice,MISO,MRO,180,30,5000,0,0,44.457874,-93.124648,14
61452,61452,Waterford Holdco CSG,WATER,MN,Rice,MISO,MRO,180,30,2700,0,0,44.475467,-93.19859,14
61453,61453,B.R. Corcoran CSG,"42278,42279,42280,42281,42282",MN,Hennepin,MISO,MRO,180,30,5000,0,0,45.0695,-93.6432,14
61454,61454,B.R. Sartell CSG,"42286,42287,42288",MN,Stearns,MISO,MRO,180,25,3000,0,0,45.665,-94.2254,14
61455,61455,B.R. Sauk Rapids CSG,"42292,42294,42295,42296,42297",MN,Benton,MISO,MRO,180,30,5000,0,0,45.6236,-94.0782,14
61456,61456,Montgomery Winsted CSG,"41620,41621,41622",MN,McLeod,MISO,MRO,180,30,3000,0,0,44.9517,-94.0556,14
61457,61457,Palmer Solar Center,PALM,VA,Fluvanna,PJM,SERC,90,37.96724,5000,0,2,37.96724,-78.230963,14
61458,61458,Martin Solar Center,MARTN,VA,Goochland,PJM,SERC,180,25,5000,0,0,37.88051,-78.049191,14
61459,61459,Georgia Power at Swainsboro,PV1,GA,Emanuel,SOCO,SERC,180,20,2900,0,0,32.605,-82.321,14
61460,61460,IOS - MEW Phase 1,MEW1,ME,Somerset,ISNE,NPCC,180,35,4100,0,0,44.804,-69.838,14
