plant_code,plant_code_unique,plant_name,generator_id,state,county,ba,nerc_region,azimuth,tilt,system_capacity,module_type,array_type,lat,lon,losses
141,141,Agua Fria,PV-3,AZ,Maricopa,SRP,WECC,180,33.4,200,0,2,33.5561,-112.2153,14
645,645,Big Bend,1,FL,Hillsborough,TEC,SERC,180,27.7944,19800,2,2,27.7944,-82.4036,14
944,944,Geneseo,12,IL,Henry,MISO,MRO,180,30,1200,0,0,41.451494,-90.148547,14
960,960,North Ninth Street,SOL1,IL,Ogle,PJM,RFC,180,25,300,0,0,41.9093,-89.0498,14
1172,1172,Osage (IA),SO,IA,Mitchell,MISO,MRO,35,35,800,0,0,43.279722,-92.810556,14
1355,1355,E W Brown,SOLAR,KY,Mercer,LGEE,SERC,180,16,13000,0,0,37.78831,-84.71257,14
2240,2240,Lon Wright,"SLR1,SLR2",NE,Dodge,SWPP,MRO,180,41.4281,2300,0,2,41.4281,-96.4623,14
2854,2854,Yankee Street,YS1,OH,Montgomery,PJM,RFC,180,25,1100,2,0,39.603,-84.2047,14
2953,2953,Mustang,SLR1,OK,Canadian,SWPP,MRO,180,25,2500,0,0,35.46988,-97.67498,14
6074,6074,Greenwood (MO),5,MO,Jackson,SWPP,MRO,185,15,3000,0,0,38.8615,-94.2982,14
6125,6125,Shrewsbury,S1,MA,Worcester,ISNE,NPCC,0,15,3000,0,0,42.2747,-71.7172,14
10029,10029,General Electric Aircraft Engines,PV,MA,Essex,ISNE,NPCC,180,25,2100,0,0,42.45,-70.9739,14
10224,10224,Merck Rahway Power Plant,SOLAR,NJ,Union,PJM,RFC,229,5,500,0,0,40.615616,-74.26529,14
10437,10437,Sunray 2,SUN2,CA,San Bernardino,CISO,WECC,180,34.863356,20000,0,2,34.863356,-116.827627,14
10438,10438,Sunray 3,SUN3,CA,San Bernardino,CISO,WECC,180,34.863356,13800,0,2,34.863356,-116.827627,14
10439,10439,SEGS III,GEN1,CA,San Bernardino,CISO,WECC,180,35.00694,34200,0,2,35.00694,-117.555768,14
10440,10440,SEGS IV,GEN1,CA,San Bernardino,CISO,WECC,180,35.012166,34200,0,2,35.012166,-117.555672,14
10441,10441,SEGS V,GEN1,CA,San Bernardino,CISO,WECC,180,35.01948,34200,0,2,35.01948,-117.55553,14
10442,10442,SEGS VI,GEN1,CA,San Bernardino,CISO,WECC,180,35.020981,35000,0,2,35.020981,-117.566079,14
10443,10443,SEGS VII,GEN1,CA,San Bernardino,CISO,WECC,180,35.014836,35000,0,2,35.014836,-117.565903,14
10444,10444,SEGS VIII,GEN1,CA,San Bernardino,CISO,WECC,180,35.0308,92000,0,2,35.0308,-117.3563,14
10446,10446,SEGS IX,GEN1,CA,San Bernardino,CISO,WECC,180,35.033,92000,0,2,35.033,-117.338,14
10823,10823,Deer Island Treatment Plant,PV101,MA,Suffolk,ISNE,NPCC,180,15,100,0,0,42.353333,-70.962778,14
50765,50765,Stillwater Facility,1,NV,Churchill,NEVP,WECC,180,16.2,22000,0,0,39.547537,-118.555613,14
54569,54569,Bayville Central Facility,CPV1,NJ,Ocean,PJM,RFC,90,10,200,0,0,39.909424,-74.178041,14
56228,56228,Prescott Airport,PV1,AZ,Yavapai,AZPS,WECC,30,30,3000,0,2,34.6584,-112.4008,14
56322,56322,Wild Horse,WHS1,WA,Kittitas,PSEI,WECC,180,37,500,0,0,47.036269,-120.206494,14
56405,56405,Nevada Solar One,ONE,NV,Clark,NEVP,WECC,180,35.799798,75700,0,2,35.799798,-114.98173,14
56481,56481,SunE Alamosa,"1,2",CO,Alamosa,PSCO,WECC,180,20,8200,0,2,37.690304,-105.880501,14
56500,56500,Western 102 Power Plant,PV1,NV,Storey,NEVP,WECC,180,21,1000,0,0,39.5603,-119.5108,14
56568,56568,Nellis Air Force Base Solar Array,"NS1,NS2,NS3",NV,Clark,NEVP,WECC,0,0,14000.000000000002,0,2,36.260278,-115.0544,14
56768,56768,CalRenew-1,CR1,CA,Fresno,CISO,WECC,198,20,5000,0,0,36.7575,-120.3658,14
56812,56812,Solana Generating Station,"GEN 1,GEN2",AZ,Maricopa,AZPS,WECC,180,32.922294,280000,0,2,32.922294,-112.95594,14
56814,56814,ELACC Photovoltaic Power Facility,"PV1,PV2",CA,Los Angeles,CISO,WECC,180,2,1000,0,0,34.040278,-118.148056,14
56815,56815,Denver Int Airport,1,CO,Denver,PSCO,WECC,90,39.836789,1900,0,2,39.836789,-104.697149,14
56862,56862,Bolthouse S&P and Rowen Farms Solar,"1,2,3,4",CA,Los Angeles,CISO,WECC,180,15,1200,0,2,34.5644,-117.6933,14
56875,56875,Sacramento Soleil LLC,TBD,CA,Sacramento,BANC,WECC,205,45,1000,2,0,38.44979,-121.16469,14
56877,56877,Hall's Warehouse Solar Project,TBD,NJ,Middlesex,PJM,RFC,192,5,1600,2,0,40.573708,-74.394414,14
56883,56883,Pennsauken Solar,"GEN 1,GEN 2,GEN 3,GEN 4,GEN 5,GEN 6,GEN 7,GEN 8,GEN 9,GEN10",NJ,Camden,PJM,RFC,195,25,3900,0,0,39.9894,-75.04,14
56888,56888,Warren County Solar,"GEN 1,GEN 2,GEN 3,GEN 4",NJ,Warren,PJM,RFC,0,20,2000,0,2,40.788957,-75.10697,14
56889,56889,PPL Renewable Energy Merck Solar,GEN 1,NJ,Union,PJM,RFC,0,20,1700,0,2,40.727386,-74.3783,14
56900,56900,Atlantic City Convention Center,"1,2,3,4",NJ,Atlantic,PJM,RFC,200,10,2000,0,0,39.3639,-74.4408,14
56909,56909,Gap Pacific Distribution Center,"1,2,3,4",CA,Fresno,CISO,WECC,90,36.7839,1200,0,2,36.7839,-119.7094,14
56915,56915,SAS Solar Farm,"1,2,3,4",NC,Wake,CPLE,SERC,90,35.8136,2000,0,2,35.8136,-78.7503,14
56917,56917,"Imperial Valley Solar, LLC","1,1A,1B",CA,Imperial,CISO,WECC,180,0,199899.99999999997,2,2,32.671099,-115.587265,14
56922,56922,WWRF Solar Plant,"EAST,WEST",CO,Garfield,PSCO,WECC,90,39.522904,1500,0,2,39.522904,-107.81341,14
56929,56929,DeSoto Next Generation Solar Energy,1,FL,DeSoto,FPL,SERC,90,27.3232,25000,0,2,27.3232,-81.8019,14
56930,56930,Space Coast Next Gen Solar Energy,1,FL,Brevard,FPL,SERC,180,20,10000,0,0,28.4586,-80.6811,14
56938,56938,SunEdison LV Sutton Plant Site,NCP1,NC,New Hanover,CPLE,SERC,90,34.2867,1200,0,2,34.2867,-77.9814,14
56939,56939,Solar Blythe LLC,1,CA,Riverside,CISO,WECC,180,24,21000,2,0,33.5917,-114.7444,14
56944,56944,CM10,PV01,NV,Clark,CISO,WECC,180,25,10000,2,0,35.7881,-114.9933,14
56993,56993,MF Mesa Lane LLC,MESA,PA,Bucks,PJM,RFC,180,30,3000,0,0,40.1483,-74.7772,14
56996,56996,Solar Photovoltaic Project #02,"S1A,S1B",CA,San Bernardino,CISO,WECC,180,0,1000,2,0,33.985244,-117.700826,14
57004,57004,SunEdison Walgreens Moreno Valley,1,CA,Riverside,CISO,WECC,180,15,1000,0,2,33.8672,-117.23,14
57005,57005,Mariani Packing Vacaville Solar,1,CA,Solano,CISO,WECC,100,38.40008,1000,0,2,38.40008,-121.96366,14
57006,57006,Walgreens Woodland Distribution Center,1,CA,Yolo,CISO,WECC,180,15,1000,0,2,38.674894,-121.713362,14
57007,57007,SunEdison Ironwood State Prison,1,CA,Riverside,CISO,WECC,90,33.567268,1000,0,2,33.567268,-114.917979,14
57008,57008,SunEdison Procter & Gamble Oxnard,1,CA,Ventura,CISO,WECC,180,20,1000,2,0,34.2089,-119.13,14
57009,57009,Kohls San Bernardino Solar Facility,1,CA,San Bernardino,CISO,WECC,180,0,1000,0,2,34.094695,-117.266831,14
57010,57010,SunEdison Anheuser Busch Fairfield,1,CA,Solano,CISO,WECC,0,0,1000,0,2,38.232108,-122.092706,14
57011,57011,Chuckawalla Valley State Prison,1,CA,Riverside,CISO,WECC,180,20,1000,0,0,33.565329,-114.903629,14
57012,57012,SunEdison Walmart Apple Valley DC,1,CA,San Bernardino,CISO,WECC,0,0,1000,0,2,34.5975,-117.2,14
57041,57041,Vaca Dixon Solar Station,1,CA,Solano,CISO,WECC,180,30,2000,0,0,38.4106,-121.9264,14
57073,57073,Ivanpah 2,ST1,CA,San Bernardino,CISO,WECC,180,35.556111,133400,0,4,35.556111,-115.468611,14
57074,57074,Ivanpah 1,ST1,CA,San Bernardino,CISO,WECC,180,35.533056,126000,0,4,35.533056,-115.4525,14
57075,57075,Ivanpah 3,ST1,CA,San Bernardino,CISO,WECC,180,35.580833,133400,0,4,35.580833,-115.4825,14
57081,57081,Calpine Vineland Solar LLC,"CVS1,CVS2",NJ,Cumberland,PJM,RFC,181,25,4100,0,0,39.4636,-75.0667,14
57141,57141,RV CSU Power LLC,CSU1,CO,Larimer,PSCO,WECC,180,25,1900,0,2,40.591099,-105.145904,14
57191,57191,Exelon Solar Chicago,ECS1,IL,Cook,PJM,RFC,180,25,9000,0,2,41.6758,-87.6514,14
57197,57197,Blue Wing Solar Energy Generation,1,TX,Bexar,ERCO,TRE,205,20,13900,2,0,29.304177,-98.400339,14
57200,57200,Shelby Solar Energy Generation Facility,1,NC,Cleveland,DUK,SERC,0,0,1000,0,2,35.2536,-81.5956,14
57202,57202,Jacksonville Solar,1,FL,Duval,JEA,SERC,180,20,12600,2,0,30.320748,-81.956377,14
57203,57203,Wyandot Solar Farm,1,OH,Wyandot,PJM,RFC,180,25,10000,2,0,40.8795,-83.317072,14
57204,57204,PSEG Hackettstown,1,NJ,Warren,PJM,RFC,180,25,2200,2,0,40.860629,-74.822935,14
57205,57205,CM48,"PV02,PV03,PV04,PV05,PV06",NV,Clark,CISO,WECC,180,25,48000,2,0,35.7814,-114.9933,14
57216,57216,Crayola Solar Project,"1,2,3",PA,Northampton,PJM,RFC,165,25,2800,0,0,40.760545,-75.238452,14
57217,57217,Solar Photovoltaic Project #03,"S003A,S003B",CA,San Bernardino,CISO,WECC,180,0,1000,2,0,34.094279,-117.400113,14
57219,57219,Solar Photovoltaic Project #05,"S005A,S005B,S005C,S005D,S005E",CA,San Bernardino,CISO,WECC,180,5,2500,0,0,34.086276,-117.230571,14
57220,57220,Solar Photovoltaic Project #06,"S006A,S006B,S006C,S006D",CA,San Bernardino,CISO,WECC,180,10,2000,0,0,34.041389,-117.573055,14
57221,57221,Solar Photovoltaic Project #07,"S007A,S007B,S007C,S007D,S007E",CA,San Bernardino,CISO,WECC,180,5,2500,0,0,34.086111,-117.2275,14
57222,57222,Solar Photovoltaic Project #08,"S008A,S008B,S008C,S008D",CA,San Bernardino,CISO,WECC,180,10,2000,0,0,34.041944,-117.565,14
57223,57223,Solar Photovoltaic Project #09,"S009A,S009B",CA,San Bernardino,CISO,WECC,180,10,1000,0,0,34.042778,-117.571666,14
57224,57224,Solar Photovoltaic Project #10,"S010A,S010B,S010C",CA,San Bernardino,CISO,WECC,180,10,1500,0,0,34.075,-117.516944,14
57225,57225,Solar Photovoltaic Project #11,"S011A,S011B,S011C,S011D,S011E,S011F,S011G",CA,San Bernardino,CISO,WECC,180,5,3500,0,0,34.075833,-117.241388,14
57226,57226,Solar Photovoltaic Project #12,S012A,CA,San Bernardino,CISO,WECC,180,10,500,0,0,34.042222,-117.561666,14
57227,57227,Solar Photovoltaic Project #13,"S013A,S013B,S013C,S013D,S013E,S013F,S013G",CA,San Bernardino,CISO,WECC,180,5,3500,0,0,34.083499,-117.23557,14
57230,57230,Solar Photovoltaic Project #16,"S016A,S016B,S016C",CA,San Bernardino,CISO,WECC,180,5,1500,0,0,34.085556,-117.233611,14
57231,57231,Solar Photovoltaic Project #17,"S017A,S017B,S017C,S017D,S017E,S017F,S017G",CA,San Bernardino,CISO,WECC,180,5,3500,0,0,34.072778,-117.503333,14
57232,57232,Solar Photovoltaic Project #18,"S018A,S018B,S018C",CA,San Bernardino,CISO,WECC,180,10,1500,0,0,34.083333,-117.516388,14
57236,57236,Solar Photovoltaic Project #23,"S023A,S023B,S023C,S023D,S023E",CA,San Bernardino,CISO,WECC,180,10,2500,0,0,34.080833,-117.520277,14
57237,57237,Solar Photovoltaic Project #22,"S022A,S022B,S022C,S022D",CA,San Bernardino,CISO,WECC,180,10,2000,0,0,34.08,-117.2114,14
57243,57243,Cimarron Solar Facility,CIM1,NM,Colfax,WACM,WECC,180,25,30600,2,0,36.468078,-104.635659,14
57245,57245,Solar Photovoltaic Project #26,"S026A,S026B,S026C,S026D,S026E,S026F,S026G,S026H,S026I,S026J,SO26K,SO26L",CA,San Bernardino,CISO,WECC,180,5,6000,0,0,34.131214,-117.425324,14
57246,57246,Solar Photovoltaic Project #27,"S027A,S027B,S027C,S027D",CA,San Bernardino,CISO,WECC,180,10,2000,0,0,34.131111,-117.421666,14
57247,57247,Solar Photovoltaic Project #28,"S028A,S028B,S028C,S028D,S028E,S028F,S028G",CA,San Bernardino,CISO,WECC,180,5,3500,0,0,34.094167,-117.274166,14
57254,57254,Victor Valley CC CPV Solar,1PV,CA,San Bernardino,CISO,WECC,180,34.48017,1000,0,4,34.48017,-117.257938,14
57256,57256,PA Solar Park,1,PA,Carbon,PJM,RFC,180,25,10100,0,0,40.860142,-75.852206,14
57265,57265,Dorchester Solar Site,1,MA,Suffolk,ISNE,NPCC,180,20,1000,0,0,42.300802,-71.047171,14
57269,57269,Haverhill Solar Power Project,1,MA,Essex,ISNE,NPCC,160.5,20,1000,0,0,42.781056,-71.092562,14
57270,57270,NEDC Solar Site,1,MA,Worcester,ISNE,NPCC,180,2.4,1000,0,0,42.105237,-71.702979,14
57275,57275,Crescent Dunes Solar Energy,TSE-1,NV,Nye,NEVP,WECC,180,38.238889,125000,0,4,38.238889,-117.36361,14
57280,57280,Aqua Ingrams Mill,1,PA,Chester,PJM,RFC,190,20,1000,0,0,39.9647,-75.6578,14
57295,57295,Alpine Solar,1,CA,Los Angeles,CISO,WECC,180.5,25,66000,2,0,34.7892,-118.5047,14
57305,57305,Adelanto Solar Project,1,CA,San Bernardino,LDWP,WECC,180,30,10000,0,0,34.550833,-117.435277,14
57306,57306,Pine Tree Solar Project,1,CA,Kern,LDWP,WECC,180,30,8500,0,0,35.229635,-118.1957,14
57308,57308,Maclay Solar Project,1,CA,Los Angeles,LDWP,WECC,180,10,2200,0,0,34.319722,-118.430833,14
57309,57309,Pacific Cruise Ship Terminals Berth 93,1,CA,Los Angeles,LDWP,WECC,190,5,1100,0,0,33.7331,-118.27722,14
57310,57310,1420 Coil Av #C,1,CA,Los Angeles,LDWP,WECC,180,30,1300,0,0,33.794283,-118.241405,14
57311,57311,Occidental College Solar Project,1,CA,Los Angeles,LDWP,WECC,220,25,1000,0,0,34.1283,-118.206903,14
57313,57313,Metro Support Services Center Solar,1,CA,Los Angeles,LDWP,WECC,180,5,1200,0,0,34.0578,-118.229722,14
57314,57314,Los Angeles Harbor College,1,CA,Los Angeles,LDWP,WECC,180,2,1200,0,0,33.783102,-118.28493,14
57317,57317,San Luis Valley Solar Ranch,1,CO,Alamosa,PSCO,WECC,180,37.694535,35000,0,2,37.694535,-105.927622,14
57318,57318,"Poseidon Solar, LLC",1,AZ,GILA,SRP,WECC,0,0,20000,0,2,33.160601,-111.484011,14
57321,57321,Mayberry Solar LLC,1PV,NC,Surry,DUK,SERC,180,25,1200,0,0,36.476667,-80.601111,14
57324,57324,Luke Solar,PV1,AZ,Maricopa,AZPS,WECC,180,33.526111,15000,0,2,33.526111,-112.37944,14
57330,57330,Kent County Wastewater Treatment Solar,1,DE,Kent,PJM,RFC,225,35,1200,0,0,38.993056,-75.4375,14
57331,57331,Mojave Solar Project,"MSP1,MSP2",CA,San Bernardino,CISO,WECC,180,35.017717,280000,0,2,35.017717,-117.339144,14
57334,57334,DE Solar 10240 Old Dowd Rd,PV01,NC,Mecklenburg,DUK,SERC,175,5,1900,0,0,35.2458,-80.9967,14
57335,57335,DE Solar 657 Brigham Rd,PV01,NC,Guilford,DUK,SERC,180,15,1300,0,0,36.1053,-79.9692,14
57336,57336,DE Solar 1725 Drywall Dr,PV01,NC,Gaston,DUK,SERC,195,11,1000,0,0,35.3261,-80.9967,14
57337,57337,Dover Sun Park,1,DE,Kent,PJM,RFC,90,45,10000,0,2,39.183611,-75.504444,14
57338,57338,Roadrunner Solar,1,NM,Dona Ana,EPE,WECC,90,45,20200,2,2,31.792778,-106.673333,14
57340,57340,Panoche Valley Solar Farm,1,CA,San Benito,CISO,WECC,0,36.627,140000,0,2,36.627,-120.879,14
57341,57341,Silver Lake Solar Farm,SILV,NJ,Middlesex,PJM,RFC,180,20,1700,0,0,40.494804,-74.399511,14
57352,57352,Trenton Solar Farm,TREN,NJ,Mercer,PJM,RFC,180,20,1000,0,0,40.2314,-74.7539,14
57359,57359,Avenal Park,1,CA,Kings,CISO,WECC,180,25,6000,2,0,35.989722,-120.11,14
57360,57360,Sun City Project LLC,1,CA,Kings,CISO,WECC,180,25,20000,2,0,35.983056,-120.110277,14
57361,57361,Sand Drag LLC,1,CA,Kings,CISO,WECC,180,25,19000,2,0,35.982778,-120.110277,14
57362,57362,Morgantown Solar Park,1,PA,Berks,PJM,RFC,165,28.4,2000,0,0,40.152069,-75.865916,14
57363,57363,510 REPP One,1,NC,Northampton,PJM,SERC,171.2,20,1300,0,0,36.4972,-77.6058,14
57367,57367,Pocono Solar Project,POCON,PA,Monroe,PJM,RFC,180,25,3000,2,0,41.061022,-75.514924,14
57368,57368,Cogentrix of Alamosa,1,CO,Alamosa,PSCO,WECC,180,37.598579,30000,0,4,37.598579,-105.955832,14
57369,57369,Questa Solar Facility,QST,NM,Taos,PNM,WECC,180,36.716944,1000,0,4,36.716944,-105.60944,14
57372,57372,Bellevue Solar Project,INV-1,OR,Yamhill,PGE,WECC,97,43,1600,0,0,45.112222,-123.234722,14
57373,57373,Agua Caliente Solar Project,"AGU1,AGU2,AGU3",AZ,Yuma,CISO,WECC,195,15,347700,2,0,32.9774,-113.4945,14
57377,57377,Greater Sandhill I,"GS-P1,GS-P2",CO,Alamosa,PSCO,WECC,0,0,19000,0,2,37.685467,-105.8909,14
57378,57378,AV Solar Ranch One,AVSR,CA,Los Angeles,CISO,WECC,180,25,253000,2,0,34.780278,-118.42444,14
57381,57381,Linden Solar Farm,LIND,NJ,Union,PJM,RFC,180,20,2700,0,0,40.62,-74.2144,14
57382,57382,Yardville Solar Farm,YARD,NJ,Mercer,PJM,RFC,195,15,3600,0,0,40.168811,-74.656719,14
57383,57383,WEA Texas Bayonne,BAYO,NJ,Hudson,PJM,RFC,209,13,1500,0,0,40.6772,-74.0919,14
57384,57384,Matrix Buildings A&B (Perth Amboy) Solar,MATR,NJ,Middlesex,PJM,RFC,165,5,2500,0,0,40.534393,-74.269998,14
57390,57390,GSK York RDC Solar Facility,1,PA,York,PJM,RFC,132,5,2600,0,0,40.043856,-76.735474,14
57392,57392,UASTP I,UATP1,AZ,Pima,TEPC,WECC,180,25,1200,0,2,32.096973,-110.8106,14
57394,57394,Genesis Solar Energy Project,"GEN01,GEN02",CA,Riverside,CISO,WECC,180,33.665,250000,0,2,33.665,-114.998055,14
57402,57402,Taylorsville Solar LLC,TAY1,NC,Alexander,DUK,SERC,0,0,1200,0,2,35.909074,-81.152498,14
57412,57412,Knouse Solar Project 1,1,PA,Cumberland,PJM,RFC,180,32,3000,0,0,40.0264,-77.2344,14
57422,57422,Yolo County Solar Project,1,CA,Yolo,CISO,WECC,180,38.659722,1000,0,4,38.659722,-121.7294,14
57435,57435,Solar Star North Carolina II LLC,"1,2,3,4,5",NC,Hertford,PJM,SERC,180,36.425,6500,0,2,36.425,-77.064,14
57438,57438,"Solar Park Gainesville, LLC",1,FL,Alachua,GVL,SERC,180,15,1600,0,0,29.700407,-82.337828,14
57439,57439,California Valley Solar Ranch,"HPR2,HPR2A,HPR2B,HPR2C,HPR2D",CA,San Luis Obispo,CISO,WECC,90,0,249800,0,2,35.323739,-119.91663,14
57441,57441,Solar Photovoltaic Project #42,"S42A,S42B,S42C,S42D,S42E,S42F,S42G,S42H,S42I,S42J",CA,Tulare,CISO,WECC,180,25,5000,0,0,36.028056,-119.074722,14
57442,57442,Silver State Solar Power North,56188,NV,Clark,NEVP,WECC,180,25,52000,2,0,35.793056,-115.35028,14
57448,57448,Pilesgrove,PILE,NJ,Salem,PJM,RFC,180,25,18000,0,0,39.613028,-75.309477,14
57455,57455,Solar Borrego I,SB1,CA,San Diego,CISO,WECC,45,45,26000,0,2,33.298889,-116.35083,14
57458,57458,145 Talmadge Solar,1,NJ,Middlesex,PJM,RFC,155,10,3800,0,0,40.535787,-74.391268,14
57461,57461,"Martins Creek Solar NC, LLC",1,NC,Cherokee,DUK,SERC,180,10,1000,0,0,35.020415,-84.015676,14
57462,57462,Napoleon Solar I,1,OH,Henry,PJM,RFC,180,0,8000,0,2,41.388431,-84.095841,14
57465,57465,Romark PA Solar,1,PA,Luzerne,PJM,RFC,180,10,1800,0,0,40.936111,-76.038888,14
57471,57471,Murray Hill Solar,MHNJ,NJ,Union,PJM,RFC,180,25,1000,0,2,40.684444,-74.404444,14
57473,57473,Dartmouth Solar,DSMA,MA,Bristol,ISNE,NPCC,180,25,1600,0,0,41.715804,-70.974448,14
57481,57481,Chittenden County Solar Partners,01,VT,Chittenden,ISNE,NPCC,180,44.436111,2200,0,4,44.436111,-73.145277,14
57485,57485,Flemington Solar,FSNJ,NJ,Hunterdon,PJM,RFC,180,25,8000,0,0,40.483888,-74.856666,14
57486,57486,Frenchtown I Solar,F1NJ,NJ,Hunterdon,PJM,RFC,180,25,3000,0,0,40.521667,-75.012222,14
57487,57487,Frenchtown II Solar,F2NJ,NJ,Hunterdon,PJM,RFC,180,25,3000,0,0,40.514444,-74.976944,14
57488,57488,Lebanon Solar,LSNJ,NJ,Hunterdon,PJM,RFC,180,25,2000,0,0,40.675833,-74.912222,14
57490,57490,Imperial Solar Energy Center South,56819,CA,Imperial,CISO,WECC,180,25,128900,2,0,32.663289,-115.658284,14
57491,57491,Imperial Solar Energy Center West,56819,CA,Imperial,CISO,WECC,180,0,148700,2,2,32.772225,-115.779311,14
57494,57494,Masser Farms Realty Solar,MFRS,PA,Schuylkill,PJM,RFC,120,30,1000,0,0,40.640556,-76.605417,14
57497,57497,Stroud Solar Station,1,CA,Fresno,CISO,WECC,180,25,20000,0,0,36.531389,-120.106944,14
57498,57498,Five Points Solar Station,1,CA,Fresno,CISO,WECC,180,25,15000,0,0,36.400278,-120.103333,14
57499,57499,Westside Solar Station,1,CA,Fresno,CISO,WECC,180,25,15000,0,0,36.378726,-120.124898,14
57506,57506,FRV SI Transport Solar LP,SEIM,CA,Sacramento,CISO,WECC,180,5,1000,0,0,38.4869,-121.3911,14
57507,57507,RV CSU Power II LLC,CSUII,CO,Larimer,PSCO,WECC,180,25,3000,0,0,40.592841,-105.147097,14
57509,57509,Carson Solar I,1,CO,El Paso,WACM,WECC,180,25,2000,0,0,38.7228,-104.7817,14
57519,57519,Trexlertown Solar Array North and South,GEN1,PA,Lehigh,PJM,RFC,150,30,1900,2,0,40.556211,-75.593873,14
57521,57521,Giffen,1,CA,Fresno,CISO,WECC,180,25,10000,0,0,36.530278,-120.316111,14
57522,57522,Cantua Solar Station,1,CA,Fresno,CISO,WECC,180,25,20000,0,0,36.425085,-120.343543,14
57523,57523,Huron Solar Station,1,CA,Fresno,CISO,WECC,180,25,20000,0,0,36.181389,-120.030555,14
57524,57524,Roger Road WWTP,1,AZ,Pima,TEPC,WECC,0,0,1100,0,2,32.2894,-111.0331,14
57534,57534,Solar Photovoltaic Project #32,"S32A,S32B,S32C",CA,San Bernardino,CISO,WECC,180,10,1500,0,0,34.031667,-117.571944,14
57535,57535,Solar Photovoltaic Project #33,"S33A,S33B",CA,San Bernardino,CISO,WECC,180,10,1000,0,0,34.0325,-117.569166,14
57554,57554,AFA Solar Farm,AFA1,CO,El Paso,WACM,WECC,0,0,5500,0,2,38.957901,-104.806627,14
57556,57556,La Senita,1,AZ,Mohave,TEPC,WECC,180,25,1000,0,2,35.241675,-114.004591,14
57559,57559,Sunset Reservoir North Basin,1,CA,San Francisco,CISO,WECC,180,6,4500,0,0,37.750894,-122.481758,14
57560,57560,Chino Solar Valley,PV1,AZ,Yavapai,AZPS,WECC,0,0,19000,0,2,34.71843,-112.42899,14
57561,57561,Cotton Center Solar Hybrid,PV1,AZ,Maricopa,AZPS,WECC,0,0,17000,0,2,33.034722,-112.661667,14
57562,57562,Paloma Solar Hybrid,PV1,AZ,Maricopa,AZPS,WECC,190,25,17600,2,0,33.021111,-112.661389,14
57563,57563,Hyder Solar Hybrid,"PV1,PV2",AZ,Yuma,AZPS,WECC,0,0,22000,0,2,33.02566,-113.34397,14
57565,57565,"RP-Orlando, LLC",1,FL,Orange,FPC,SERC,180,28.488889,5100,0,2,28.488889,-81.182222,14
57567,57567,Albuquerque Solar Energy Center,ASEC1,NM,Bernalillo,PNM,WECC,180,25,2000,2,0,35.168957,-106.60005,14
57571,57571,Los Lunas Solar Energy Center,"LLSEC,LMS2",NM,Valencia,PNM,WECC,180,25,7000,2,0,34.833136,-106.772413,14
57574,57574,ETS Ewing Solar Facility,ETS1,NJ,Mercer,PJM,RFC,153,5,1300,0,0,40.281801,-74.793638,14
57575,57575,Deming Solar Energy Center,"DSEC,HON2",NM,Luna,PNM,WECC,180,25,9000,2,0,32.165833,-107.75056,14
57576,57576,Las Vegas Solar Energy Center,LVSEC,NM,San Miguel,PNM,WECC,180,25,5000,2,0,35.643333,-105.206667,14
57577,57577,Alamogordo Solar Energy Center,AGSEC,NM,Otero,PNM,WECC,180,25,5000,2,0,32.86571,-105.999775,14
57580,57580,Broadridge Cogen,"PV1,PV2",CA,El Dorado,CISO,WECC,180,38.6183,800,2,0,38.6183,-121.0564,14
57588,57588,Matrix Stults Road Solar Facility,STULT,NJ,Middlesex,PJM,RFC,194,10,2600,0,0,40.3622,-74.4797,14
57589,57589,Long Island Solar Farm LLC,9WUBN,NY,Suffolk,NYIS,NPCC,180,28,31500,0,0,40.861111,-72.847777,14
57591,57591,"Hatch Solar Energy Center I, LLC",1,NM,Dona Ana,EPE,WECC,180,32.63,5000,0,4,32.63,-107.259722,14
57640,57640,500 Virginia Solar,1,PA,Montgomery,PJM,RFC,220,10,1000,0,0,40.139167,-75.191667,14
57645,57645,City & County of Denver at Denver Int'l,PV1,CO,Denver,PSCO,WECC,180,25,3400,0,0,39.904133,-104.654183,14
57646,57646,McCormick & Co. Inc. at Belcamp,PV1,MD,Harford,PJM,RFC,180,20,1400,0,0,39.4836,-76.2292,14
57647,57647,"Toys R Us- DE, Inc. at Mt. Olive, NJ",PV1,NJ,Morris,PJM,RFC,0,0,4100,2,0,40.818888,-74.718611,14
57650,57650,Regulus Solar Project,FRV4,CA,Kern,CISO,WECC,0,0,60000,0,2,35.3,-118.851944,14
57651,57651,Adobe Solar,FRV3,CA,KERN,CISO,WECC,90,35.102778,20000,0,2,35.102778,-118.954444,14
57652,57652,Yamhill Solar LLC,1,OR,Yamhill,PGE,WECC,175,28,1000,0,0,45.108889,-123.278611,14
57655,57655,Bakersfield College Solar 01,BC01,CA,Kern,CISO,WECC,1,1,1100,0,2,35.411817,-118.96864,14
57656,57656,"Temescal Canyon RV, LLC",1,CA,Riverside,CISO,WECC,225,2,1500,0,0,33.826389,-117.511667,14
57657,57657,Avra Valley Solar,1,AZ,Pima,TEPC,WECC,180,0,25000,2,2,32.371667,-111.282777,14
57660,57660,Vineland Mays Landing Solar,VNLND,NJ,Cumberland,PJM,RFC,90,0,4300,0,2,39.4175,-74.973889,14
57661,57661,Manalapan Village Solar,MANVL,NJ,Monmouth,PJM,RFC,180,20,3500,0,0,40.256667,-74.349722,14
